name,transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,expected_goal_involvements,expected_goals,fixture,transfers_out,round,position,threat,ict_index,penalties_saved,team_h_score
Konstantinos Tsimikas,-20,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,280,2.0,0.0,0.0,0,43,26053,292,0,0,False,0,0,0,Liverpool,0.0,0.0,304,300,31,DEF,0,0.0,0,1
Kristoffer Klaesson,4241,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,4886,-0.5,0.0,0.0,0,38,57729,236,0,0,True,0,0,0,Leeds,0.0,0.0,304,645,31,GK,0,0.0,0,1
Leo Fuhr Hjelde,-120,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,39,21037,243,0,0,True,0,0,0,Leeds,0.0,0.0,304,120,31,DEF,0,0.0,0,1
Lewis Bate,-1,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,45,497,241,0,0,True,0,0,0,Leeds,0.0,0.0,304,1,31,MID,0,0.0,0,1
Liam Cooper,-2,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,71,-0.3,0.0,0.0,0,44,6281,221,0,0,True,0,0,0,Leeds,0.0,0.0,304,73,31,DEF,0,0.0,0,1
Luis Díaz,7044,Leeds,0,0,0,0,1,2023-04-17T19:00:00Z,0,0.02,6,4.8,0,0,8693,0.5,0.04,11.5,0,78,675213,293,0,3,False,9,0,0,Liverpool,0.04,0.0,304,1649,31,MID,0,1.6,0,1
Luis Sinisterra,335,Liverpool,0,0,0,5,7,2023-04-17T19:00:00Z,0,1.85,6,35.0,0,0,1379,2.1,0.02,12.1,1,65,29509,508,1,20,True,76,0,0,Leeds,0.72,0.7,304,1044,31,MID,23,7.0,0,1
Luke Ayling,-1911,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,1082,1.1,0.0,0.0,0,45,33526,222,0,0,True,0,0,0,Leeds,0.0,0.0,304,2993,31,DEF,0,0.0,0,1
Luke Chambers,-44,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,40,9990,563,0,0,False,0,0,0,Liverpool,0.0,0.0,304,44,31,DEF,0,0.0,0,1
Marc Roca,10,Liverpool,0,0,0,6,2,2023-04-17T19:00:00Z,0,2.47,6,13.0,0,0,117,2.5,0.25,24.9,1,48,8032,245,0,15,True,90,0,0,Leeds,0.31,0.06,304,107,31,MID,8,4.6,0,1
Mateo Joseph Fernández,-47,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,113,-0.5,0.0,0.0,0,45,3458,659,0,0,True,0,0,0,Leeds,0.0,0.0,304,160,31,FWD,0,0.0,0,1
Mateusz Klich,-20,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,46,4907,223,0,0,True,0,0,0,Leeds,0.0,0.0,304,20,31,MID,0,0.0,0,1
Maximilian Wöber,-391,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,14,-0.1,0.0,0.0,0,44,3774,691,0,0,True,0,0,0,Leeds,0.0,0.0,304,405,31,DEF,0,0.0,0,1
Mohamed Salah,95351,Leeds,2,0,0,1,14,2023-04-17T19:00:00Z,0,1.32,6,65.2,0,0,157308,3.5,0.05,7.3,1,128,3083036,283,2,45,False,80,0,0,Liverpool,0.67,0.62,304,61957,31,MID,48,12.1,0,1
Naby Keita,-47,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,6,0.0,0.0,0.0,0,47,4910,287,0,0,False,0,0,0,Liverpool,0.0,0.0,304,53,31,MID,0,0.0,0,1
Nathaniel Phillips,311,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,1216,0.5,0.0,0.0,0,38,55188,501,0,0,False,0,0,0,Liverpool,0.0,0.0,304,905,31,DEF,0,0.0,0,1
Pascal Struijk,-1705,Liverpool,0,0,0,6,-1,2023-04-17T19:00:00Z,0,2.47,6,15.2,0,0,306,0.1,0.0,0.1,1,45,65083,235,0,17,True,90,0,0,Leeds,0.0,0.0,304,2011,31,DEF,0,1.5,0,1
Patrick Bamford,-2096,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,1227,1.5,0.0,0.0,0,71,52702,227,0,0,True,0,0,0,Leeds,0.0,0.0,304,3323,31,FWD,0,0.0,0,1
Raphael Dias Belloli,-6,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,70,9622,232,0,0,True,0,0,0,Leeds,0.0,0.0,304,6,31,MID,0,0.0,0,1
Rasmus Kristensen,-680,Liverpool,0,0,0,6,-1,2023-04-17T19:00:00Z,0,2.47,6,15.8,0,0,499,2.3,0.01,1.8,1,47,41714,244,0,7,True,90,0,0,Leeds,0.01,0.0,304,1179,31,DEF,0,1.8,0,1
Rhys Williams,-1,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,40,549,498,0,0,False,0,0,0,Liverpool,0.0,0.0,304,1,31,DEF,0,0.0,0,1
Roberto Firmino,264,Leeds,0,0,0,0,1,2023-04-17T19:00:00Z,0,0.02,6,3.0,0,0,3427,2.7,0.0,1.3,0,80,310203,279,0,3,False,8,0,0,Liverpool,0.17,0.17,304,3163,31,FWD,35,3.9,0,1
Robin Koch,-428,Liverpool,0,0,0,6,-1,2023-04-17T19:00:00Z,0,2.47,6,11.4,0,0,177,0.1,0.0,0.4,1,45,18063,230,0,10,True,90,0,0,Leeds,0.16,0.16,304,605,31,DEF,8,2.0,0,1
Rodrigo Moreno,-10216,Liverpool,0,0,0,4,2,2023-04-17T19:00:00Z,0,1.71,6,1.8,0,0,6101,1.3,0.0,0.3,1,63,460818,225,0,-1,True,65,0,0,Leeds,0.28,0.28,304,16317,31,MID,25,2.7,0,1
Sam Greenwood,-1068,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,24874,-0.5,0.0,0.0,0,40,1078735,237,0,0,True,0,0,0,Leeds,0.0,0.0,304,25942,31,FWD,0,0.0,0,1
Sepp van den Berg,-40,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,40,14897,500,0,0,False,0,0,0,Liverpool,0.0,0.0,304,40,31,DEF,0,0.0,0,1
Sonny Perkins,57,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,187,-0.5,0.0,0.0,0,45,2710,663,0,0,True,0,0,0,Leeds,0.0,0.0,304,130,31,FWD,0,0.0,0,1
Stefan Bajcetic,-663,Leeds,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,18,0.0,0.0,0.0,0,44,6327,564,0,0,False,0,0,0,Liverpool,0.0,0.0,304,681,31,MID,0,0.0,0,1
Stuart Dallas,-8,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,30,0.0,0.0,0.0,0,49,1343,226,0,0,True,0,0,0,Leeds,0.0,0.0,304,38,31,DEF,0,0.0,0,1
Thiago Alcántara do Nascimento,963,Leeds,0,0,0,0,1,2023-04-17T19:00:00Z,0,0.0,6,1.6,0,0,1254,0.7,0.01,1.8,0,51,69486,277,0,3,False,5,0,0,Liverpool,0.01,0.0,304,291,31,MID,0,0.3,0,1
Trent Alexander-Arnold,83005,Leeds,1,0,0,1,9,2023-04-17T19:00:00Z,0,1.34,6,56.4,0,2,111938,1.7,0.84,34.1,1,73,2096752,285,0,43,False,90,0,0,Liverpool,0.84,0.0,304,28933,31,DEF,2,9.3,0,1
Tyler Adams,-196,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,43,0.0,0.0,0.0,0,49,15803,506,0,0,True,0,0,0,Leeds,0.0,0.0,304,239,31,MID,0,0.0,0,1
Tyler Roberts,0,Liverpool,0,0,0,0,0,2023-04-17T19:00:00Z,0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,50,62,229,0,0,True,0,0,0,Leeds,0.0,0.0,304,0,31,MID,0,0.0,0,1
Virgil van Dijk,6218,Leeds,0,0,0,1,2,2023-04-17T19:00:00Z,0,1.34,6,33.2,0,0,28889,0.5,0.04,3.0,1,65,1293641,280,0,14,False,90,0,0,Liverpool,0.04,0.0,304,22671,31,DEF,0,3.6,0,1
Weston McKennie,-145,Liverpool,0,0,0,6,2,2023-04-17T19:00:00Z,0,2.47,6,10.8,0,0,104,0.5,0.02,12.6,1,47,3147,720,0,13,True,90,0,0,Leeds,0.02,0.0,304,249,31,MID,2,2.5,0,1
Wilfried Gnonto,-7520,Liverpool,0,0,0,1,1,2023-04-17T19:00:00Z,0,0.62,6,0.0,0,0,2625,0.5,0.0,0.0,0,48,94061,619,0,0,True,13,0,0,Leeds,0.0,0.0,304,10145,31,FWD,0,0.0,0,1
Kyle Walker,-9237,Leicester,0,0,0,1,2,2023-04-15T16:30:00Z,0,2.22,1,3.0,0,0,3181,2.0,0.03,8.4,1,47,430263,299,0,11,True,90,0,0,Man City,0.0,0.0,305,12418,31,DEF,6,1.7,0,3
Ilkay Gündogan,13484,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,21710,4.0,0.0,0.0,0,73,267574,300,0,0,True,0,0,0,Man City,0.0,0.0,305,8226,31,MID,0,0.0,0,3
Kevin De Bruyne,79626,Leicester,2,0,1,0,8,2023-04-15T16:30:00Z,0,0.22,1,25.0,0,1,113567,11.0,0.06,29.1,1,121,2990766,301,0,26,True,61,0,0,Man City,0.0,0.02,305,33941,31,MID,7,6.1,0,3
John Stones,15685,Leicester,1,0,0,0,8,2023-04-15T16:30:00Z,0,0.22,1,37.8,0,0,27726,4.3,0.01,3.4,1,54,274709,302,1,22,True,45,0,0,Man City,0.0,0.04,305,12041,31,DEF,7,4.8,0,3
Riyad Mahrez,40411,Leicester,0,0,0,1,2,2023-04-15T16:30:00Z,0,2.22,1,6.2,0,0,79994,3.7,0.05,28.3,1,73,572812,303,0,13,True,90,0,0,Man City,0.0,0.24,305,39583,31,MID,27,6.2,0,3
Jack Grealish,934168,Leicester,1,0,1,0,7,2023-04-15T16:30:00Z,0,0.6,1,6.8,0,1,943988,11.3,0.05,7.5,1,72,1495599,305,0,22,True,73,0,0,Man City,0.0,0.09,305,9820,31,MID,13,2.7,0,3
João Cancelo,-14325,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,71,2088706,306,0,0,True,0,0,0,Man City,0.0,0.0,305,14325,31,DEF,0,0.0,0,3
Ederson Santana de Moraes,10467,Leicester,0,0,0,1,3,2023-04-15T16:30:00Z,0,2.22,1,29.6,3,0,35865,3.3,0.0,0.0,1,54,1535475,307,0,20,True,90,0,0,Man City,0.0,0.0,305,25398,31,GK,0,3.0,0,3
Nathan Aké,61623,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,78668,2.3,0.0,0.0,0,51,544087,308,0,0,True,0,0,0,Man City,0.0,0.0,305,17045,31,DEF,0,0.0,0,3
Aymeric Laporte,-676,Leicester,0,0,0,1,2,2023-04-15T16:30:00Z,0,2.22,1,15.6,0,0,947,1.7,0.04,10.3,1,56,55328,309,0,12,True,90,0,0,Man City,0.0,0.0,305,1623,31,DEF,0,2.6,0,3
Zack Steffen,-3,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,1256,310,0,0,True,0,0,0,Man City,0.0,0.0,305,3,31,GK,0,0.0,0,3
Bernardo Silva,4433,Leicester,0,0,0,1,1,2023-04-15T16:30:00Z,0,2.22,1,10.8,0,0,15051,2.0,0.04,20.1,1,67,626631,311,0,11,True,90,0,1,Man City,0.0,0.0,305,10618,31,MID,4,3.5,0,3
Rúben Dias,16632,Leicester,0,0,0,1,2,2023-04-15T16:30:00Z,0,2.22,1,16.8,0,0,26802,3.0,0.02,3.2,1,60,785696,312,0,13,True,90,0,0,Man City,0.0,0.0,305,10170,31,DEF,0,2.0,0,3
Phil Foden,-34825,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,559,0.0,0.0,0.0,0,80,919497,314,0,0,True,0,0,0,Man City,0.0,0.0,305,35384,31,MID,0,0.0,0,3
Rodri,2748,Leicester,0,0,0,0,4,2023-04-15T16:30:00Z,0,0.22,1,22.2,0,1,7114,3.3,0.04,14.3,1,56,202812,315,0,19,True,52,0,0,Man City,0.0,0.18,305,4366,31,MID,9,4.6,0,3
Cole Palmer,1,Leicester,0,0,0,1,1,2023-04-15T16:30:00Z,0,1.99,1,5.2,0,0,173,1.7,0.01,2.4,0,42,10222,316,0,5,True,28,0,0,Man City,0.0,0.0,305,172,31,MID,0,0.8,0,3
James McAtee,0,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,393,317,0,0,True,0,0,0,Man City,0.0,0.0,305,0,31,MID,0,0.0,0,3
Erling Haaland,384366,Leicester,3,0,0,0,12,2023-04-15T16:30:00Z,0,0.22,1,65.4,0,0,391603,9.0,0.0,10.3,1,122,9046031,318,2,53,True,45,0,0,Man City,0.0,1.49,305,7237,31,FWD,38,11.4,0,3
Julián Álvarez,-9823,Leicester,0,0,0,1,1,2023-04-15T16:30:00Z,0,1.99,1,1.2,0,0,20275,6.3,0.02,12.8,0,60,254790,319,0,2,True,45,0,0,Man City,0.0,0.0,305,30098,31,FWD,2,1.6,0,3
Luke Mbete-Tabu,-39,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,12946,320,0,0,True,0,0,0,Man City,0.0,0.0,305,39,31,DEF,0,0.0,0,3
Josh Wilson-Esbrand,-1365,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,38,76574,322,0,0,True,0,0,0,Man City,0.0,0.0,305,1365,31,DEF,0,0.0,0,3
Liam Delap,-29,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,18161,323,0,0,True,0,0,0,Man City,0.0,0.0,305,29,31,FWD,0,0.0,0,3
Stefan Ortega Moreno,-2575,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,1587,1.0,0.0,0.0,0,38,130714,324,0,0,True,0,0,0,Man City,0.0,0.0,305,4162,31,GK,0,0.0,0,3
Kalvin Phillips,-32,Leicester,0,0,0,1,1,2023-04-15T16:30:00Z,0,1.99,1,3.4,0,0,37,1.7,0.02,4.2,0,48,13354,325,0,8,True,37,0,0,Man City,0.0,0.0,305,69,31,MID,0,0.8,0,3
Scott Carson,-941,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,819,1.0,0.0,0.0,0,38,49972,502,0,0,True,0,0,0,Man City,0.0,0.0,305,1760,31,GK,0,0.0,0,3
Rico Lewis,-7942,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,1077,1.0,0.0,0.0,0,39,102138,573,0,0,True,0,0,0,Man City,0.0,0.0,305,9019,31,DEF,0,0.0,0,3
Sergio Gómez,-46,Leicester,0,0,0,1,1,2023-04-15T16:30:00Z,0,1.62,1,7.2,0,0,62,1.7,0.0,0.7,0,44,8690,587,0,4,True,16,0,0,Man City,0.0,0.0,305,108,31,DEF,0,0.8,0,3
Claudio Gomes,0,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,671,599,0,0,True,0,0,0,Man City,0.0,0.0,305,0,31,MID,0,0.0,0,3
Ben Knight,-12,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,11,1.0,0.0,0.0,0,45,991,600,0,0,True,0,0,0,Man City,0.0,0.0,305,23,31,MID,0,0.0,0,3
Manuel Akanji,15844,Leicester,0,0,0,1,1,2023-04-15T16:30:00Z,0,1.99,1,12.4,0,0,27827,2.7,0.01,1.1,0,50,306403,610,0,14,True,45,0,0,Man City,0.0,0.0,305,11983,31,DEF,0,1.4,0,3
Máximo Perrone,-2,Leicester,0,0,0,0,0,2023-04-15T16:30:00Z,0,0.0,1,0.0,0,0,14,1.0,0.0,0.0,0,44,181,712,0,0,True,0,0,0,Man City,0.0,0.0,305,16,31,MID,0,0.0,0,3
Jack Butland,-25,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,41,0.0,0.0,0.0,0,44,7136,162,0,0,False,0,0,0,Man Utd,0.0,0.0,306,66,31,GK,0,0.0,0,0
Cristiano Ronaldo,-425,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,102,219816,326,0,0,False,0,0,0,Man Utd,0.0,0.0,306,425,31,FWD,0,0.0,0,0
David de Gea,27365,Nott'm Forest,0,0,1,0,6,2023-04-16T15:30:00Z,0,0.68,2,6.0,0,0,46130,5.0,0.0,0.0,1,50,1341723,327,0,24,False,90,0,0,Man Utd,0.0,0.0,306,18765,31,GK,0,0.6,0,0
Phil Jones,488,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,921,0.0,0.0,0.0,0,38,63711,328,0,0,False,0,0,0,Man Utd,0.0,0.0,306,433,31,DEF,0,0.0,0,0
Raphaël Varane,-14832,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,7500,0.0,0.0,0.0,0,48,334764,329,0,0,False,0,0,0,Man Utd,0.0,0.0,306,22332,31,DEF,0,0.0,0,0
Harry Maguire,5062,Nott'm Forest,0,0,1,0,5,2023-04-16T15:30:00Z,0,0.68,2,20.2,0,0,5644,2.8,0.0,0.8,1,47,47404,330,0,28,False,90,0,1,Man Utd,0.0,0.0,306,582,31,DEF,0,2.1,0,0
Frederico Rodrigues de Paula Santos,-535,Nott'm Forest,0,0,0,0,1,2023-04-16T15:30:00Z,0,0.0,2,2.8,0,0,589,1.0,0.01,0.5,0,51,53389,331,0,5,False,11,0,0,Man Utd,0.0,0.0,306,1124,31,MID,2,0.5,0,0
Luke Shaw,-427973,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,6534,0.2,0.0,0.0,0,51,1768074,332,0,0,False,0,0,0,Man Utd,0.0,0.0,306,434507,31,DEF,0,0.0,0,0
Bruno Fernandes,-57023,Nott'm Forest,0,0,1,0,3,2023-04-16T15:30:00Z,0,0.68,2,30.6,0,0,63201,2.5,0.38,79.6,1,96,1116150,333,0,24,False,90,0,0,Man Utd,0.0,0.28,306,120224,31,MID,64,17.4,0,0
Alex Telles,-1,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,50,2145,334,0,0,False,0,0,0,Man Utd,0.0,0.0,306,1,31,DEF,0,0.0,0,0
Marcus Rashford,-1808277,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,14650,0.0,0.0,0.0,0,72,4275266,335,0,0,False,0,0,0,Man Utd,0.0,0.0,306,1822927,31,MID,0,0.0,0,0
Donny van de Beek,-27,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,16,0.0,0.0,0.0,0,51,16988,336,0,0,False,0,0,0,Man Utd,0.0,0.0,306,43,31,MID,0,0.0,0,0
Victor Lindelöf,1618,Nott'm Forest,1,0,1,0,7,2023-04-16T15:30:00Z,0,0.68,2,10.4,0,0,1987,2.2,0.01,0.9,1,41,16155,337,0,30,False,90,0,0,Man Utd,0.0,0.0,306,369,31,DEF,0,1.1,0,0
Scott McTominay,2582,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,3501,2.6,0.0,0.0,0,49,21562,338,0,0,False,0,0,0,Man Utd,0.0,0.0,306,919,31,MID,0,0.0,0,0
Eric Bailly,-118,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,37407,339,0,0,False,0,0,0,Man Utd,0.0,0.0,306,118,31,DEF,0,0.0,0,0
Jadon Sancho,19778,Nott'm Forest,0,0,1,0,3,2023-04-16T15:30:00Z,0,0.68,2,1.6,0,0,22453,3.2,0.11,15.4,1,71,356787,340,0,2,False,90,0,0,Man Utd,0.0,0.31,306,2675,31,MID,19,3.6,0,0
Aaron Wan-Bissaka,8919,Nott'm Forest,0,0,1,0,6,2023-04-16T15:30:00Z,0,0.68,2,22.4,0,0,10711,3.0,0.06,18.9,1,43,77803,341,0,26,False,90,0,0,Man Utd,0.0,0.06,306,1792,31,DEF,15,5.6,0,0
Diogo Dalot,-7631,Nott'm Forest,2,0,1,0,14,2023-04-16T15:30:00Z,0,0.68,2,40.8,0,0,10499,5.2,0.12,24.4,1,47,483854,342,1,37,False,90,0,0,Man Utd,0.0,0.73,306,18130,31,DEF,26,9.1,0,0
Brandon Williams,-3619,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,876,0.0,0.0,0.0,0,38,303721,343,0,0,False,0,0,0,Man Utd,0.0,0.0,306,4495,31,DEF,0,0.0,0,0
Anthony Elanga,-7,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,198,0.0,0.0,0.0,0,46,41143,344,0,0,False,0,0,0,Man Utd,0.0,0.0,306,205,31,MID,0,0.0,0,0
Anthony Martial,23735,Nott'm Forest,0,0,1,0,5,2023-04-16T15:30:00Z,0,0.45,2,6.0,0,1,25798,3.0,0.05,14.3,1,63,133794,345,0,6,False,71,0,0,Man Utd,0.0,0.76,306,2063,31,FWD,25,4.5,0,0
Facundo Pellistri,92,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,169,0.2,0.0,0.0,0,43,3192,347,0,0,False,0,0,0,Man Utd,0.0,0.0,306,77,31,MID,0,0.0,0,0
Tom Heaton,284,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,912,0.0,0.0,0.0,0,38,37342,348,0,0,False,0,0,0,Man Utd,0.0,0.0,306,628,31,GK,0,0.0,0,0
Tyrell Malacia,28027,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,32329,2.5,0.0,0.0,0,42,236107,504,0,0,False,0,0,0,Man Utd,0.0,0.0,306,4302,31,DEF,0,0.0,0,0
Christian Eriksen,7704,Nott'm Forest,0,0,1,0,3,2023-04-16T15:30:00Z,0,0.68,2,31.0,0,0,8877,1.0,0.35,48.8,1,62,234681,519,0,18,False,78,0,0,Man Utd,0.0,0.64,306,1173,31,MID,49,12.9,0,0
Lisandro Martínez,-771,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,96809,0.0,0.0,0.0,0,45,827909,533,0,0,False,0,0,0,Man Utd,0.0,0.0,306,97580,31,DEF,0,0.0,0,0
Amad Diallo,-14,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,44,4736,550,0,0,False,0,0,0,Man Utd,0.0,0.0,306,14,31,MID,0,0.0,0,0
Zidane Iqbal,-38,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,117,0.0,0.0,0.0,0,42,22499,551,0,0,False,0,0,0,Man Utd,0.0,0.0,306,155,31,MID,0,0.0,0,0
Alejandro Garnacho,-4143,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,198,0.0,0.0,0.0,0,42,60074,569,0,0,False,0,0,0,Man Utd,0.0,0.0,306,4341,31,MID,0,0.0,0,0
Carlos Henrique Casimiro,9064,Nott'm Forest,0,0,1,0,3,2023-04-16T15:30:00Z,0,0.68,2,15.6,0,0,10879,0.8,0.31,16.3,1,49,205366,593,0,13,False,90,0,0,Man Utd,0.0,0.0,306,1815,31,MID,0,3.2,0,0
Antony Matheus dos Santos,12667,Nott'm Forest,3,0,1,0,14,2023-04-16T15:30:00Z,0,0.68,2,46.2,0,1,18348,5.2,0.39,23.1,1,73,331704,609,1,38,False,90,0,0,Man Utd,0.0,1.12,306,5681,31,MID,56,12.5,0,0
Matej Kovár,0,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,475,615,0,0,False,0,0,0,Man Utd,0.0,0.0,306,0,31,GK,0,0.0,0,0
Kobbie Mainoo,-1,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,17,0.0,0.0,0.0,0,45,493,643,0,0,False,0,0,0,Man Utd,0.0,0.0,306,18,31,MID,0,0.0,0,0
Nathan Bishop,8,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,38,0.0,0.0,0.0,0,40,1265,656,0,0,False,0,0,0,Man Utd,0.0,0.0,306,30,31,GK,0,0.0,0,0
Shola Shoretire,-18,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,1917,660,0,0,False,0,0,0,Man Utd,0.0,0.0,306,18,31,FWD,0,0.0,0,0
Rhys Bennett,9,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,53,0.0,0.0,0.0,0,40,1893,674,0,0,False,0,0,0,Man Utd,0.0,0.0,306,44,31,DEF,0,0.0,0,0
Wout Weghorst,-5317,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.23,2,0.0,0,0,1529,0.8,0.0,0.3,0,55,46412,701,0,-5,False,18,0,1,Man Utd,0.0,0.0,306,6846,31,FWD,0,0.0,0,0
Marcel Sabitzer,13750,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,14717,2.8,0.0,0.0,0,47,20442,728,0,0,False,0,0,0,Man Utd,0.0,0.0,306,967,31,MID,0,0.0,0,0
Marc Jurado Gomez,0,Nott'm Forest,0,0,0,0,0,2023-04-16T15:30:00Z,0,0.0,2,0.0,0,0,0,1.3,0.0,0.0,0,40,0,759,0,0,False,0,0,0,Man Utd,0.0,0.0,306,0,31,DEF,0,0.0,0,0
Anthony Gordon,-289,Aston Villa,0,0,0,1,1,2023-04-15T11:30:00Z,0,1.3,0,0.6,0,0,414,1.5,0.02,1.1,1,51,104999,195,0,1,False,55,0,0,Newcastle,0.0,0.0,301,703,31,MID,0,0.2,0,3
