name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,season
Duje Caleta-Car,25,Arsenal,0,0,6,0,2,2023-04-21T19:00:00Z,0,2.27,3,51.8,0,0,76,0.8,0.0,0.1,0,44,4093,623,1,False,20,49,0,0,Southampton,311,0.55,0.55,51,32,33.0,DEF,8.5,3,0,2022-23
Samuel Edozie,57,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,94,-0.8,0.0,0.0,0,46,1351,624,0,False,0,0,0,0,Southampton,311,0.0,0.0,37,32,0.0,MID,0.0,3,0,2022-23
Lewis Payne,-3,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,259,647,0,False,0,0,0,0,Southampton,311,0.0,0.0,3,32,0.0,MID,0.0,3,0,2022-23
Ryan Finnigan,-4,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,263,648,0,False,0,0,0,0,Southampton,311,0.0,0.0,4,32,0.0,MID,0.0,3,0,2022-23
Jimmy Morgan,26,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,263,-1.0,0.0,0.0,0,45,3753,671,0,False,0,0,0,0,Southampton,311,0.0,0.0,237,32,0.0,FWD,0.0,3,0,2022-23
Mislav Orsic,-42,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,41,-1.0,0.0,0.0,0,51,1208,692,0,False,0,0,0,0,Southampton,311,0.0,0.0,83,32,0.0,MID,0.0,3,0,2022-23
Carlos Alcaraz,-45,Arsenal,0,1,9,0,1,2023-04-21T19:00:00Z,0,1.29,3,56.6,0,1,247,2.5,0.27,14.1,1,50,1881,693,1,False,29,45,0,1,Southampton,311,0.17,0.44,292,32,42.0,MID,11.3,3,0,2022-23
James Bree,48,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,111,-1.0,0.0,0.0,0,45,1168,716,0,False,0,0,0,0,Southampton,311,0.0,0.0,63,32,0.0,DEF,0.0,3,0,2022-23
Kamaldeen Sulemana,-53,Arsenal,0,0,1,0,2,2023-04-21T19:00:00Z,0,0.93,3,2.0,0,0,133,0.5,0.0,0.1,0,50,1555,731,0,False,3,13,0,0,Southampton,311,0.0,0.0,186,32,0.0,MID,0.2,3,0,2022-23
Paul Onuachu,48,Arsenal,0,0,1,0,2,2023-04-21T19:00:00Z,0,0.93,3,3.0,0,0,301,-0.2,0.0,0.0,0,55,2377,732,0,False,1,13,0,0,Southampton,311,0.0,0.0,253,32,0.0,FWD,0.3,3,0,2022-23
Hugo Lloris,-1491,Newcastle,0,0,-1,0,5,2023-04-23T13:00:00Z,0,2.23,1,8.4,1,0,1607,1.3,0.0,0.0,1,54,378128,425,0,False,5,45,0,0,Spurs,320,0.0,0.0,3098,32,0.0,GK,0.8,6,0,2022-23
Fraser Forster,-11873,Newcastle,0,0,1,0,1,2023-04-23T13:00:00Z,0,1.42,1,9.8,1,0,941,-0.3,0.0,0.0,0,39,460516,426,0,False,5,45,0,0,Spurs,320,0.0,0.0,12814,32,0.0,GK,1.0,6,0,2022-23
Harry Kane,-176983,Newcastle,0,0,6,0,6,2023-04-23T13:00:00Z,0,3.64,1,37.2,0,0,63120,5.5,0.01,2.5,1,116,4186247,427,1,False,29,90,0,0,Spurs,320,0.37,0.38,240103,32,38.0,FWD,7.8,6,0,2022-23
Son Heung-Min,13006,Newcastle,0,0,2,0,6,2023-04-23T13:00:00Z,0,3.54,1,2.6,0,0,33038,4.7,0.01,21.3,1,116,773980,428,0,False,5,82,0,0,Spurs,320,0.16,0.17,20032,32,8.0,MID,3.2,6,0,2022-23
Matt Doherty,-221,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,46,29882,429,0,False,0,0,0,0,Spurs,320,0.0,0.0,221,32,0.0,DEF,0.0,6,0,2022-23
Eric Dier,-12628,Newcastle,0,0,-1,0,6,2023-04-23T13:00:00Z,0,3.64,1,15.0,0,0,5934,0.5,0.0,3.6,1,51,698117,430,0,False,9,90,0,0,Spurs,320,0.0,0.0,18562,32,2.0,DEF,2.1,6,0,2022-23
Lucas Moura,-103,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,28,0.0,0.0,0.0,0,58,17074,431,0,False,0,0,0,0,Spurs,320,0.0,0.0,131,32,0.0,MID,0.0,6,0,2022-23
Ben Davies,-11777,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,26,-0.1,0.0,0.0,0,47,122733,432,0,False,0,0,0,0,Spurs,320,0.0,0.0,11803,32,0.0,DEF,0.0,6,0,2022-23
Pierre-Emile Højbjerg,-4580,Newcastle,0,0,5,0,6,2023-04-23T13:00:00Z,0,3.64,1,37.2,0,1,2616,2.7,0.02,13.7,1,54,239831,433,0,False,28,90,0,0,Spurs,320,0.0,0.02,7196,32,0.0,MID,5.1,6,0,2022-23
Harry Winks,-195,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,63526,434,0,False,0,0,0,0,Spurs,320,0.0,0.0,195,32,0.0,MID,0.0,6,0,2022-23
Davinson Sánchez,-122,Newcastle,0,0,2,0,1,2023-04-23T13:00:00Z,0,1.9,1,21.4,0,0,211,0.3,0.0,0.8,0,42,59563,435,0,False,19,67,0,0,Spurs,320,0.0,0.0,333,32,0.0,DEF,2.2,6,0,2022-23
Ryan Sessegnon,-498,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,11,0.0,0.0,0.0,0,44,60334,436,0,False,0,0,0,0,Spurs,320,0.0,0.0,509,32,0.0,DEF,0.0,6,0,2022-23
Steven Bergwijn,0,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,55,156,437,0,False,0,0,0,0,Spurs,320,0.0,0.0,0,32,0.0,MID,0.0,6,0,2022-23
Sergio Reguilón,-60,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,42,34588,438,0,False,0,0,0,0,Spurs,320,0.0,0.0,60,32,0.0,DEF,0.0,6,0,2022-23
Japhet Tanganga,495,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,2869,-0.3,0.0,0.0,0,38,274599,439,0,False,0,0,0,0,Spurs,320,0.0,0.0,2374,32,0.0,DEF,0.0,6,0,2022-23
Rodrigo Bentancur,-145,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,13,0.0,0.0,0.0,0,53,29678,440,0,False,0,0,0,0,Spurs,320,0.0,0.0,158,32,0.0,MID,0.0,6,0,2022-23
Oliver Skipp,-85,Newcastle,0,0,1,0,6,2023-04-23T13:00:00Z,0,3.64,1,11.8,0,0,488,1.3,0.04,13.2,1,43,15186,441,0,False,11,90,0,1,Spurs,320,0.0,0.04,573,32,2.0,MID,2.7,6,0,2022-23
Joe Rodon,-8,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,3697,442,0,False,0,0,0,0,Spurs,320,0.0,0.0,8,32,0.0,DEF,0.0,6,0,2022-23
Cristian Romero,-37,Newcastle,0,0,-2,0,6,2023-04-23T13:00:00Z,0,3.64,1,26.4,0,0,3789,0.5,0.0,10.3,1,49,176657,443,0,False,14,90,0,1,Spurs,320,0.0,0.0,3826,32,0.0,DEF,3.7,6,0,2022-23
Yves Bissouma,-97,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,6,0.0,0.0,0.0,0,47,25813,444,0,False,0,0,0,0,Spurs,320,0.0,0.0,103,32,0.0,MID,0.0,6,0,2022-23
Emerson Royal,-11703,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,55,0.0,0.0,0.0,0,48,211412,445,0,False,0,0,0,0,Spurs,320,0.0,0.0,11758,32,0.0,DEF,0.0,6,0,2022-23
Dejan Kulusevski,-5039,Newcastle,0,0,1,0,6,2023-04-23T13:00:00Z,0,3.06,1,10.0,0,0,3658,1.3,0.01,16.9,1,78,439589,446,0,False,1,71,0,1,Spurs,320,0.04,0.05,8697,32,8.0,MID,3.5,6,0,2022-23
Dane Scarlett,-6,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,3401,447,0,False,0,0,0,0,Spurs,320,0.0,0.0,6,32,0.0,FWD,0.0,6,0,2022-23
Ivan Perišić,7672,Newcastle,0,0,-1,0,6,2023-04-23T13:00:00Z,0,3.64,1,15.0,0,0,31168,1.5,0.0,10.7,1,53,1842991,448,0,False,13,90,0,0,Spurs,320,0.04,0.04,23496,32,1.0,DEF,2.7,6,0,2022-23
Harvey White,-170,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,38260,449,0,False,0,0,0,0,Spurs,320,0.0,0.0,170,32,0.0,MID,0.0,6,0,2022-23
Pape Matar Sarr,-107,Newcastle,0,0,1,0,5,2023-04-23T13:00:00Z,0,1.75,1,1.6,0,0,311,0.0,0.0,0.3,1,42,57292,450,0,False,5,22,0,0,Spurs,320,0.0,0.0,418,32,0.0,MID,0.2,6,0,2022-23
Brandon Austin,-93,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,100,-0.5,0.0,0.0,0,39,31990,451,0,False,0,0,0,0,Spurs,320,0.0,0.0,193,32,0.0,GK,0.0,6,0,2022-23
Alfie Devine,-22,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,28,-0.5,0.0,0.0,0,43,9299,452,0,False,0,0,0,0,Spurs,320,0.0,0.0,50,32,0.0,MID,0.0,6,0,2022-23
Troy Parrott,-16,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,5743,453,0,False,0,0,0,0,Spurs,320,0.0,0.0,16,32,0.0,FWD,0.0,6,0,2022-23
Richarlison,-432,Newcastle,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.1,1,5.0,0,0,516,0.0,0.06,14.0,0,84,83684,454,0,False,6,7,0,0,Spurs,320,0.0,0.06,948,32,0.0,FWD,1.9,6,0,2022-23
Clément Lenglet,-2017,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,159,1.7,0.0,0.0,0,48,39227,513,0,False,0,0,0,0,Spurs,320,0.0,0.0,2176,32,0.0,DEF,0.0,6,0,2022-23
Djed Spence,-77,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,41,18917,522,0,False,0,0,0,0,Spurs,320,0.0,0.0,77,32,0.0,DEF,0.0,6,0,2022-23
Bryan Gil Salvatierra,-11,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,50,3121,554,0,False,0,0,0,0,Spurs,320,0.0,0.0,11,32,0.0,MID,0.0,6,0,2022-23
Arnaut Danjuma,970,Newcastle,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.58,1,3.0,0,0,1208,1.5,0.0,1.3,0,61,4407,713,0,False,3,18,0,0,Spurs,320,0.34,0.34,238,32,17.0,MID,2.1,6,0,2022-23
Pedro Porro,-8838,Newcastle,0,0,-1,0,6,2023-04-23T13:00:00Z,0,3.64,1,9.6,0,0,4142,0.5,0.02,26.5,1,48,114739,733,0,False,15,90,0,0,Spurs,320,0.07,0.09,12980,32,9.0,DEF,4.5,6,0,2022-23
Romaine Mundle,3,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,16,-0.5,0.0,0.0,0,45,126,748,0,False,0,0,0,0,Spurs,320,0.0,0.0,13,32,0.0,MID,0.0,6,0,2022-23
George Abbott,29,Newcastle,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,33,-0.5,0.0,0.0,0,45,72,758,0,False,0,0,0,0,Spurs,320,0.0,0.0,4,32,0.0,MID,0.0,6,0,2022-23
Danny Ings,-5949,Bournemouth,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.62,4,0.2,0,0,5493,1.7,0.03,2.6,0,64,180777,30,0,False,3,25,0,0,West Ham,312,0.0,0.03,11442,32,4.0,FWD,0.7,0,0,2022-23
Lukasz Fabianski,7846,Bournemouth,0,0,6,1,0,2023-04-23T13:00:00Z,0,1.14,4,29.0,5,0,9341,5.3,0.0,0.0,1,49,131918,455,0,False,27,90,0,1,West Ham,312,0.0,0.0,1495,32,0.0,GK,2.9,0,0,2022-23
Angelo Ogbonna,-547,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,70,1.7,0.0,0.0,0,44,9052,456,0,False,0,0,0,0,West Ham,312,0.0,0.0,617,32,0.0,DEF,0.0,0,0,2022-23
Aaron Cresswell,8222,Bournemouth,0,3,12,1,0,2023-04-23T13:00:00Z,0,1.14,4,23.6,0,1,9907,4.7,0.26,26.9,1,47,161445,457,0,False,37,90,0,0,West Ham,312,0.04,0.3,1685,32,4.0,DEF,5.5,0,0,2022-23
Michail Antonio,7375,Bournemouth,0,0,6,1,0,2023-04-23T13:00:00Z,0,0.52,4,33.0,0,0,8615,3.1,0.01,12.5,1,70,162932,458,1,False,31,64,0,0,West Ham,312,0.56,0.57,1240,32,39.0,FWD,8.5,0,0,2022-23
Manuel Lanzini,-1,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,68,0.5,0.0,0.0,0,50,13345,460,0,False,0,0,0,0,West Ham,312,0.0,0.0,69,32,0.0,MID,0.0,0,0,2022-23
Kurt Zouma,25329,Bournemouth,0,0,6,1,0,2023-04-23T13:00:00Z,0,1.14,4,31.0,0,0,28342,5.5,0.0,0.3,1,44,187174,461,0,False,26,90,0,0,West Ham,312,0.0,0.0,3013,32,0.0,DEF,3.1,0,0,2022-23
Arthur Masuaku,-1,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,45,724,462,0,False,0,0,0,0,West Ham,312,0.0,0.0,1,32,0.0,DEF,0.0,0,0,2022-23
Vladimir Coufal,8228,Bournemouth,0,2,11,1,0,2023-04-23T13:00:00Z,0,1.06,4,31.8,0,1,9706,4.1,0.17,14.3,1,40,84796,463,0,False,35,82,0,0,West Ham,312,0.0,0.17,1478,32,2.0,DEF,4.8,0,0,2022-23
Saïd Benrahma,18886,Bournemouth,0,0,3,1,0,2023-04-23T13:00:00Z,0,0.52,4,9.2,0,0,21653,3.7,0.01,13.2,1,55,141340,464,0,False,1,64,0,0,West Ham,312,0.4,0.41,2767,32,35.0,MID,5.7,0,0,2022-23
Jarrod Bowen,76156,Bournemouth,0,0,6,1,0,2023-04-23T13:00:00Z,0,0.78,4,22.8,0,1,85291,5.9,0.61,23.9,1,80,481892,465,0,False,22,75,0,0,West Ham,312,0.06,0.67,9135,32,18.0,MID,6.5,0,0,2022-23
Nikola Vlasic,0,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,50,1067,466,0,False,0,0,0,0,West Ham,312,0.0,0.0,0,32,0.0,MID,0.0,0,0,2022-23
Declan Rice,3516,Bournemouth,0,1,9,1,0,2023-04-23T13:00:00Z,0,1.14,4,50.4,0,0,6125,4.1,0.04,13.8,1,47,355048,467,1,False,34,90,0,0,West Ham,312,0.13,0.17,2609,32,19.0,MID,8.3,0,0,2022-23
Tomas Soucek,230,Bournemouth,0,0,6,1,0,2023-04-23T13:00:00Z,0,1.14,4,35.2,0,1,564,3.7,0.02,24.9,1,50,66336,468,0,False,24,90,0,0,West Ham,312,0.1,0.12,334,32,23.0,MID,8.3,0,0,2022-23
Pablo Fornals,-50,Bournemouth,0,0,6,0,0,2023-04-23T13:00:00Z,0,0.62,4,37.2,0,0,97,2.3,0.01,6.6,0,49,39299,469,1,False,22,25,0,0,West Ham,312,0.72,0.73,147,32,33.0,MID,7.7,0,0,2022-23
Ben Johnson,43,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,126,0.5,0.0,0.0,0,44,7393,471,0,False,0,0,0,0,West Ham,312,0.0,0.0,83,32,0.0,DEF,0.0,0,0,2022-23
Nayef Aguerd,-559,Bournemouth,0,0,5,1,0,2023-04-23T13:00:00Z,0,1.14,4,28.2,0,0,5589,4.5,0.0,0.3,1,48,43924,472,0,False,20,90,0,1,West Ham,312,0.0,0.0,6148,32,0.0,DEF,2.9,0,0,2022-23
Alphonse Areola,-651,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,511,0.5,0.0,0.0,0,43,103413,473,0,False,0,0,0,0,West Ham,312,0.0,0.0,1162,32,0.0,GK,0.0,0,0,2022-23
Flynn Downes,-14,Bournemouth,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.35,4,3.4,0,0,282,1.3,0.03,0.6,0,42,32607,509,0,False,3,13,0,0,West Ham,312,0.08,0.11,296,32,7.0,MID,1.1,0,0,2022-23
Gianluca Scamacca,-526,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,31,0.0,0.0,0.0,0,66,69614,529,0,False,0,0,0,0,West Ham,312,0.0,0.0,557,32,0.0,FWD,0.0,0,0,2022-23
Emerson,-3226,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,2073,1.5,0.0,0.0,0,40,163179,545,0,False,0,0,0,0,West Ham,312,0.0,0.0,5299,32,0.0,DEF,0.0,0,0,2022-23
Conor Coventry,-45,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,44,10164,556,0,False,0,0,0,0,West Ham,312,0.0,0.0,45,32,0.0,MID,0.0,0,0,2022-23
Armstrong Oko-Flex,-4,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,44,3039,572,0,False,0,0,0,0,West Ham,312,0.0,0.0,4,32,0.0,MID,0.0,0,0,2022-23
Maxwel Cornet,246,Bournemouth,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.35,4,1.0,0,0,357,1.3,0.01,0.8,0,59,6357,575,0,False,2,14,0,0,West Ham,312,0.04,0.05,111,32,7.0,MID,0.9,0,0,2022-23
Thilo Kehrer,4015,Bournemouth,0,0,1,0,0,2023-04-23T13:00:00Z,0,0.07,4,7.8,0,0,4736,3.9,0.21,14.3,0,43,28510,588,0,False,7,7,0,0,West Ham,312,0.0,0.21,721,32,2.0,DEF,2.4,0,0,2022-23
Lucas Paquetá,6333,Bournemouth,0,0,8,1,0,2023-04-23T13:00:00Z,0,0.78,4,52.0,0,0,7342,4.1,0.23,29.7,1,59,69794,603,1,False,31,76,0,0,West Ham,312,0.2,0.43,1009,32,19.0,MID,10.1,0,0,2022-23
Divin Mubama,28,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,352,0.5,0.0,0.0,0,45,5171,669,0,False,0,0,0,0,West Ham,312,0.0,0.0,324,32,0.0,FWD,0.0,0,0,2022-23
Joseph Anang,60,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,109,0.5,0.0,0.0,0,40,1262,739,0,False,0,0,0,0,West Ham,312,0.0,0.0,49,32,0.0,GK,0.0,0,0,2022-23
Krisztián Hegyi,39,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,143,0.5,0.0,0.0,0,39,2692,740,0,False,0,0,0,0,West Ham,312,0.0,0.0,104,32,0.0,GK,0.0,0,0,2022-23
Kaelan Casey,76,Bournemouth,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,179,0.5,0.0,0.0,0,40,2168,746,0,False,0,0,0,0,West Ham,312,0.0,0.0,103,32,0.0,DEF,0.0,0,0,2022-23
Craig Dawson,21200,Leicester,0,0,1,0,2,2023-04-22T14:00:00Z,0,2.42,1,12.0,0,0,23303,4.2,0.0,0.7,1,48,125500,459,0,False,10,90,0,0,Wolves,317,0.12,0.12,2103,32,6.0,DEF,1.9,2,0,2022-23
Raúl Jiménez,-779,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,718,0.0,0.0,0.0,0,66,36926,476,0,False,0,0,0,0,Wolves,317,0.0,0.0,1497,32,0.0,FWD,0.0,2,0,2022-23
Jonny,-72,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,150,0.0,0.0,0.0,0,43,34785,477,0,False,0,0,0,0,Wolves,317,0.0,0.0,222,32,0.0,DEF,0.0,2,0,2022-23
José Sá,21234,Leicester,0,0,1,0,2,2023-04-22T14:00:00Z,0,2.42,1,35.8,5,0,25752,5.0,0.0,0.0,1,50,647403,478,0,False,12,90,0,1,Wolves,317,0.0,0.0,4518,32,0.0,GK,3.6,2,0,2022-23
Rúben Neves,-1929,Leicester,0,0,1,0,1,2023-04-22T14:00:00Z,0,0.8,1,3.0,0,0,2141,0.5,0.02,1.8,0,52,176393,480,0,False,7,45,0,0,Wolves,317,0.16,0.18,4070,32,13.0,MID,1.8,2,0,2022-23
Hwang Hee-chan,1565,Leicester,0,0,1,0,1,2023-04-22T14:00:00Z,0,0.48,1,6.0,0,0,1781,2.0,0.01,11.4,0,57,18378,481,0,False,2,32,0,0,Wolves,317,0.03,0.04,216,32,21.0,MID,3.8,2,0,2022-23
Nélson Semedo,23158,Leicester,0,0,1,0,2,2023-04-22T14:00:00Z,0,2.42,1,14.2,0,0,25047,4.2,0.02,2.8,1,50,100617,482,0,False,14,90,0,0,Wolves,317,0.0,0.02,1889,32,0.0,DEF,1.7,2,0,2022-23
Daniel Podence,-79,Leicester,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,1,1.2,0,0,1317,3.2,0.08,15.8,0,52,79449,483,0,False,3,9,0,0,Wolves,317,0.0,0.08,1396,32,0.0,MID,1.7,2,0,2022-23
Max Kilman,40554,Leicester,0,0,1,0,2,2023-04-22T14:00:00Z,0,2.42,1,16.0,0,0,45645,4.0,0.01,1.5,1,43,415007,484,0,False,10,90,0,0,Wolves,317,0.12,0.13,5091,32,7.0,DEF,2.5,2,0,2022-23
Luke Cundle,-41,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,18643,485,0,False,0,0,0,0,Wolves,317,0.0,0.0,41,32,0.0,MID,0.0,2,0,2022-23
Pedro Neto,-57,Leicester,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,1,3.6,0,0,289,1.5,0.0,4.7,0,49,184812,486,0,False,5,6,0,0,Wolves,317,0.02,0.02,346,32,2.0,MID,1.0,2,0,2022-23
Rayan Aït-Nouri,-1455,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,663,0.0,0.0,0.0,0,41,88002,487,0,False,0,0,0,0,Wolves,317,0.0,0.0,2118,32,0.0,DEF,0.0,2,0,2022-23
Fabio Silva,0,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,55,1775,488,0,False,0,0,0,0,Wolves,317,0.0,0.0,0,32,0.0,FWD,0.0,2,0,2022-23
Toti,44085,Leicester,0,0,0,0,2,2023-04-22T14:00:00Z,0,2.15,1,4.8,0,0,48114,3.2,0.03,3.7,1,38,302286,489,0,False,8,83,0,1,Wolves,317,0.08,0.11,4029,32,7.0,DEF,1.6,2,0,2022-23
Chiquinho,8,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,16,0.0,0.0,0.0,0,50,455,490,0,False,0,0,0,0,Wolves,317,0.0,0.0,8,32,0.0,MID,0.0,2,0,2022-23
Adama Traoré,-220,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,389,1.0,0.0,0.0,0,54,29885,491,0,False,0,0,0,0,Wolves,317,0.0,0.0,609,32,0.0,MID,0.0,2,0,2022-23
Matija Šarkić,-1542,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,173892,492,0,False,0,0,0,0,Wolves,317,0.0,0.0,1542,32,0.0,GK,0.0,2,0,2022-23
Yerson Mosquera Valdelamar,-696,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,99466,494,0,False,0,0,0,0,Wolves,317,0.0,0.0,696,32,0.0,DEF,0.0,2,0,2022-23
João Moutinho,279,Leicester,0,0,1,0,1,2023-04-22T14:00:00Z,0,0.48,1,3.6,0,0,706,0.8,0.04,11.9,0,46,39206,503,0,False,3,32,0,0,Wolves,317,0.0,0.04,427,32,2.0,MID,1.8,2,0,2022-23
Nathan Collins,-475,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,174,0.2,0.0,0.0,0,43,59073,516,0,False,0,0,0,0,Wolves,317,0.0,0.0,649,32,0.0,DEF,0.0,2,0,2022-23
Jackson Smith,-586,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,85088,557,0,False,0,0,0,0,Wolves,317,0.0,0.0,586,32,0.0,GK,0.0,2,0,2022-23
Hugo Bueno,-810,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,9591,0.5,0.0,0.0,0,38,337472,558,0,False,0,0,0,0,Wolves,317,0.0,0.0,10401,32,0.0,DEF,0.0,2,0,2022-23
Joseph Hodge,-10,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,24,0.0,0.0,0.0,0,43,4707,566,0,False,0,0,0,0,Wolves,317,0.0,0.0,34,32,0.0,MID,0.0,2,0,2022-23
Connor Ronan,-41,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,12632,567,0,False,0,0,0,0,Wolves,317,0.0,0.0,41,32,0.0,MID,0.0,2,0,2022-23
Chem Campbell,-109,Leicester,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,32587,568,0,False,0,0,0,0,Wolves,317,0.0,0.0,109,32,0.0,MID,0.0,2,0,2022-23
