name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,web_name
Marcus Tavernier,904,Leicester,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.47,1,0.0,0,0,1647,1.7,0.01,7.8,0,47,20526,535,0,False,-6,52,0,0,Bournemouth,295,0.12,0.13,743,30,7.0,MID,1.2,0,0,Tavernier
James Hill,-15,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,3830,539,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,15,30,0.0,DEF,0.0,0,0,Hill
Darren Randolph,-82,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,55,-0.5,0.0,0.0,0,40,16128,571,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,137,30,0.0,GK,0.0,0,0,Randolph
Norberto Murara Neto,-6257,Leicester,0,1,8,1,0,2023-04-08T14:00:00Z,0,0.68,1,36.0,4,0,1654,3.3,0.0,0.0,1,45,54495,574,0,False,29,90,0,0,Bournemouth,295,0.0,0.0,7911,30,0.0,GK,3.6,0,0,Neto
Marcos Senesi,-8748,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,152,0.4,0.0,0.0,0,44,33436,576,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,8900,30,0.0,DEF,0.0,0,0,Senesi
Christian Saydee,-6,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,2028,597,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,6,30,0.0,FWD,0.0,0,0,Saydee
Owen Bevan,-8,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,3599,598,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,8,30,0.0,DEF,0.0,0,0,Bevan
Cameron Plain,-119,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,29,-0.5,0.0,0.0,0,40,1821,649,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,148,30,0.0,GK,0.0,0,0,Plain
Daniel Adu-Adjei,-118,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,76,-0.5,0.0,0.0,0,45,1584,695,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,194,30,0.0,FWD,0.0,0,0,Adu-Adjei
Michael Dacosta Gonzalez,-54,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,14,-0.5,0.0,0.0,0,44,243,696,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,68,30,0.0,MID,0.0,0,0,Dacosta Gonzalez
Dominic Sadi,-171,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,71,-0.5,0.0,0.0,0,45,1773,697,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,242,30,0.0,FWD,0.0,0,0,Sadi
Dango Ouattara,-1532,Leicester,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.21,1,9.8,0,0,157,1.0,0.12,11.6,1,50,5410,705,0,False,4,37,0,0,Bournemouth,295,0.0,0.12,1689,30,10.0,MID,3.1,0,0,Ouattara
Euan Pollock,-93,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,77,-0.5,0.0,0.0,0,45,1343,706,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,170,30,0.0,FWD,0.0,0,0,Pollock
Antoine Semenyo,-251,Leicester,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.13,1,2.0,0,0,90,0.5,0.0,0.3,0,50,2500,714,0,False,3,2,0,0,Bournemouth,295,0.0,0.0,341,30,0.0,FWD,0.2,0,0,Semenyo
Matías Viña,-33,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,73,-0.3,0.0,0.0,0,45,862,718,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,106,30,0.0,DEF,0.0,0,0,Viña
Illia Zabarnyi,11,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,43,-0.3,0.0,0.0,0,45,415,722,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,32,30,0.0,DEF,0.0,0,0,Zabarnyi
Hamed Traorè,-8,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,119,0.5,0.0,0.0,0,45,950,723,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,127,30,0.0,MID,0.0,0,0,H.Traorè
Ben Greenwood,3,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,183,-0.5,0.0,0.0,0,40,2187,737,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,180,30,0.0,DEF,0.0,0,0,Greenwood
Max Kinsey-Wellings,-64,Leicester,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,30,-0.5,0.0,0.0,0,40,887,738,0,False,0,0,0,0,Bournemouth,295,0.0,0.0,94,30,0.0,DEF,0.0,0,0,Kinsey-Wellings
Pontus Jansson,1826,Newcastle,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.2,0,0,2115,1.9,0.0,0.3,1,42,40006,78,0,True,2,15,0,0,Brentford,292,0.24,0.24,289,30,26.0,DEF,2.7,1,0,Jansson
Christian Nørgaard,-3022,Newcastle,0,0,2,0,2,2023-04-08T14:00:00Z,0,0.8,2,5.4,0,0,793,2.3,0.01,2.5,1,53,29388,79,0,True,4,80,0,0,Brentford,292,0.09,0.1,3815,30,10.0,MID,1.8,1,0,Nørgaard
Ivan Toney,-387223,Newcastle,0,0,4,0,2,2023-04-08T14:00:00Z,0,1.18,2,53.2,0,0,68294,5.1,0.04,7.4,1,79,4294745,80,1,True,20,90,1,0,Brentford,292,2.23,2.27,455517,30,84.0,FWD,14.5,1,0,Toney
David Raya Martin,18788,Newcastle,1,0,0,0,2,2023-04-08T14:00:00Z,0,1.18,2,21.8,3,0,47037,2.7,0.01,0.0,1,49,1883173,81,0,True,8,90,0,0,Brentford,292,0.0,0.01,28249,30,0.0,GK,2.2,1,0,Raya
Sergi Canós Tenés,-161,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,50,8825,82,0,True,0,0,0,0,Brentford,292,0.0,0.0,161,30,0.0,DEF,0.0,1,0,Canós
Josh Dasilva,-4984,Newcastle,0,0,2,0,2,2023-04-08T14:00:00Z,0,0.8,2,5.6,0,0,5303,0.5,0.01,1.0,1,41,392683,83,0,True,7,73,0,0,Brentford,292,0.0,0.01,10287,30,0.0,MID,0.7,1,0,Dasilva
Kristoffer Ajer,-455,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,39,0.0,0.0,0.0,0,45,9829,84,0,True,0,0,0,0,Brentford,292,0.0,0.0,494,30,0.0,DEF,0.0,1,0,Ajer
Rico Henry,-18086,Newcastle,0,1,5,0,2,2023-04-08T14:00:00Z,0,1.18,2,13.8,0,1,6011,2.7,0.2,15.2,1,46,435864,85,0,True,23,90,0,0,Brentford,292,0.0,0.2,24097,30,2.0,DEF,3.1,1,0,Henry
Vitaly Janelt,-609,Newcastle,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.38,2,1.0,0,0,35,-0.1,0.02,0.3,0,55,13738,86,0,True,3,9,0,0,Brentford,292,0.0,0.02,644,30,0.0,MID,0.1,1,0,Janelt
Saman Ghoddos,-13,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,15,-0.3,0.0,0.0,0,48,2673,87,0,True,0,0,0,0,Brentford,292,0.0,0.0,28,30,0.0,MID,0.0,1,0,Ghoddos
Mathias Jensen,-1197,Newcastle,0,0,2,0,2,2023-04-08T14:00:00Z,0,1.18,2,25.6,0,0,18176,3.9,0.78,80.1,1,48,299606,88,0,True,21,90,0,0,Brentford,292,0.02,0.8,19373,30,2.0,MID,10.8,1,0,Jensen
Yoane Wissa,-2925,Newcastle,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.38,2,1.2,0,0,688,1.7,0.01,0.3,0,53,27797,89,0,True,4,8,0,0,Brentford,292,0.0,0.01,3613,30,2.0,MID,0.4,1,0,Wissa
Mads Roerslev Rasmussen,-86,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,57,-0.1,0.0,0.0,0,43,7177,90,0,True,0,0,0,0,Brentford,292,0.0,0.0,143,30,0.0,DEF,0.0,1,0,Roerslev
Mads Bech Sørensen,-6,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,3415,91,0,True,0,0,0,0,Brentford,292,0.0,0.0,6,30,0.0,DEF,0.0,1,0,Bech
Ethan Pinnock,2467,Newcastle,0,0,1,0,2,2023-04-08T14:00:00Z,0,1.18,2,24.4,0,0,7839,3.1,0.13,10.3,1,44,138193,92,0,True,16,90,0,0,Brentford,292,0.0,0.13,5372,30,4.0,DEF,3.9,1,0,Pinnock
Frank Onyeka,-29,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,17,0.0,0.0,0.0,0,48,3435,93,0,True,0,0,0,0,Brentford,292,0.0,0.0,46,30,0.0,MID,0.0,1,0,Onyeka
Shandon Baptiste,-41,Newcastle,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.38,2,0.8,0,0,94,-0.5,0.0,0.8,0,45,18691,94,0,True,3,16,0,0,Brentford,292,0.0,0.0,135,30,0.0,MID,0.2,1,0,Baptiste
Bryan Mbeumo,-38029,Newcastle,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.38,2,4.6,0,0,14819,2.7,0.02,14.1,0,59,450700,95,0,True,-2,16,0,0,Brentford,292,0.01,0.03,52848,30,9.0,FWD,2.8,1,0,Mbeumo
Charlie Goode,-475,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,39,48365,96,0,True,0,0,0,0,Brentford,292,0.0,0.0,475,30,0.0,DEF,0.0,1,0,Goode
Marcus Forss,-20,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,4881,97,0,True,0,0,0,0,Brentford,292,0.0,0.0,20,30,0.0,FWD,0.0,1,0,Forss
Dominic Thompson,-6,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,1755,98,0,True,0,0,0,0,Brentford,292,0.0,0.0,6,30,0.0,DEF,0.0,1,0,Thompson
Mads Bidstrup,0,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,95,99,0,True,0,0,0,0,Brentford,292,0.0,0.0,0,30,0.0,MID,0.0,1,0,Bidstrup
Ellery Balcombe,-26,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,5761,100,0,True,0,0,0,0,Brentford,292,0.0,0.0,26,30,0.0,GK,0.0,1,0,Balcombe
Aaron Hickey,-945,Newcastle,0,0,1,0,2,2023-04-08T14:00:00Z,0,0.8,2,2.4,0,0,1118,1.7,0.0,0.5,1,49,36871,510,0,True,11,73,0,0,Brentford,292,0.0,0.0,2063,30,0.0,DEF,0.3,1,0,Hickey
Keane Lewis-Potter,-27,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,20,0.0,0.0,0.0,0,52,5249,515,0,True,0,0,0,0,Brentford,292,0.0,0.0,47,30,0.0,MID,0.0,1,0,Lewis-Potter
Thomas Strakosha,-2,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,75,-0.5,0.0,0.0,0,43,13377,517,0,True,0,0,0,0,Brentford,292,0.0,0.0,77,30,0.0,GK,0.0,1,0,Strakosha
Ben Mee,-40498,Newcastle,0,0,1,0,2,2023-04-08T14:00:00Z,0,0.8,2,5.0,0,0,48828,2.1,0.0,0.3,1,51,2185941,526,0,True,10,81,0,0,Brentford,292,0.05,0.05,89326,30,6.0,DEF,1.1,1,0,Mee
Fin Stevens,-37,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,13946,540,0,True,0,0,0,0,Brentford,292,0.0,0.0,37,30,0.0,DEF,0.0,1,0,Stevens
Halil Dervişoğlu,-207,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,57987,541,0,True,0,0,0,0,Brentford,292,0.0,0.0,207,30,0.0,FWD,0.0,1,0,Dervişoğlu
Mikkel Damsgaard,-39,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,127,0.7,0.0,0.0,0,50,7561,580,0,True,0,0,0,0,Brentford,292,0.0,0.0,166,30,0.0,MID,0.0,1,0,Damsgaard
Mathias Jorgensen,-1530,Newcastle,0,0,1,0,2,2023-04-08T14:00:00Z,0,1.18,2,6.4,0,0,365,-0.3,0.0,0.3,0,40,85819,595,0,True,8,74,0,0,Brentford,292,0.0,0.0,1895,30,0.0,DEF,0.7,1,0,Zanka
Ryan Trevitt,-6,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,23,-0.5,0.0,0.0,0,44,844,632,0,True,0,0,0,0,Brentford,292,0.0,0.0,29,30,0.0,MID,0.0,1,0,Trevitt
Matthew Cox,-41,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,149,-0.5,0.0,0.0,0,39,4810,633,0,True,0,0,0,0,Brentford,292,0.0,0.0,190,30,0.0,GK,0.0,1,0,Cox
Tristan Crama,-39,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,76,-0.5,0.0,0.0,0,40,3252,646,0,True,0,0,0,0,Brentford,292,0.0,0.0,115,30,0.0,DEF,0.0,1,0,Crama
Yegor Yarmolyuk,3,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,34,-0.5,0.0,0.0,0,45,653,650,0,True,0,0,0,0,Brentford,292,0.0,0.0,31,30,0.0,MID,0.0,1,0,Yarmolyuk
Kevin Schade,-36,Newcastle,0,0,2,0,2,2023-04-08T14:00:00Z,0,1.18,2,5.0,0,0,29,0.9,0.0,11.8,1,49,568,688,0,True,7,90,0,0,Brentford,292,0.0,0.0,65,30,12.0,MID,2.9,1,0,Schade
Michael Olakigbe,15,Newcastle,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,2,0.0,0,0,15,-0.5,0.0,0.0,0,45,21,752,0,True,0,0,0,0,Brentford,292,0.0,0.0,0,30,0.0,MID,0.0,1,0,Olakigbe
Adam Lallana,-85,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,8,0.0,0.0,0.0,0,48,10671,101,0,False,0,0,0,0,Brighton,299,0.0,0.0,93,30,0.0,MID,0.0,2,0,Lallana
Jason Steele,32302,Spurs,0,0,1,0,2,2023-04-08T14:00:00Z,0,0.83,1,13.0,1,0,40318,5.2,0.0,0.0,1,39,334311,102,0,False,16,90,0,0,Brighton,299,0.0,0.0,8016,30,0.0,GK,1.3,2,0,Steele
Danny Welbeck,-2049,Spurs,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.69,1,8.4,0,0,2987,2.8,0.02,13.8,1,65,109426,103,0,False,7,65,0,0,Brighton,299,0.18,0.2,5036,30,24.0,FWD,4.6,2,0,Welbeck
Pascal Groß,-16524,Spurs,0,0,1,0,2,2023-04-08T14:00:00Z,0,0.83,1,15.2,0,0,8982,2.8,0.17,32.4,1,54,1038192,104,0,False,15,90,0,1,Brighton,299,0.02,0.19,25506,30,2.0,MID,5.0,2,0,Groß
Lewis Dunk,-10730,Spurs,0,1,8,0,2,2023-04-08T14:00:00Z,0,0.83,1,53.4,0,0,9333,5.5,0.04,15.2,1,47,556057,106,1,False,26,90,0,0,Brighton,299,0.19,0.23,20063,30,37.0,DEF,10.6,2,0,Dunk
Solly March,-23684,Spurs,0,2,7,0,2,2023-04-08T14:00:00Z,0,0.83,1,32.0,0,1,60672,6.0,0.53,84.3,1,52,1232358,107,0,False,31,90,0,0,Brighton,299,0.06,0.59,84356,30,12.0,MID,12.8,2,0,March
Adam Webster,-175,Spurs,0,0,1,0,1,2023-04-08T14:00:00Z,0,0.14,1,13.4,0,0,1291,2.8,0.01,1.3,0,45,51675,108,0,False,4,21,0,0,Brighton,299,0.0,0.01,1466,30,0.0,DEF,1.5,2,0,Webster
Joël Veltman,-11365,Spurs,0,0,1,0,2,2023-04-08T14:00:00Z,0,0.83,1,11.2,0,0,9607,3.5,0.03,17.5,1,46,453127,109,0,False,14,84,0,0,Brighton,299,0.03,0.06,20972,30,8.0,DEF,3.7,2,0,Veltman
Robert Sánchez,-65220,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,2515,0.0,0.0,0.0,0,45,1009926,113,0,False,0,0,0,0,Brighton,299,0.0,0.0,67735,30,0.0,GK,0.0,2,0,Sánchez
Tariq Lamptey,-2553,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,61,0.0,0.0,0.0,0,42,111074,114,0,False,0,0,0,0,Brighton,299,0.0,0.0,2614,30,0.0,DEF,0.0,2,0,Lamptey
Steven Alzate,-28,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,44,8150,115,0,False,0,0,0,0,Brighton,299,0.0,0.0,28,30,0.0,MID,0.0,2,0,Alzate
Alexis Mac Allister,-28849,Spurs,0,0,2,0,2,2023-04-08T14:00:00Z,0,0.83,1,18.2,0,0,37726,3.5,0.45,28.7,1,55,934181,116,0,False,11,90,0,0,Brighton,299,0.14,0.59,66575,30,25.0,MID,7.2,2,0,Mac Allister
Jakub Moder,-9,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,17,0.0,0.0,0.0,0,44,1504,117,0,False,0,0,0,0,Brighton,299,0.0,0.0,26,30,0.0,MID,0.0,2,0,Moder
Enock Mwepu,-9,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,53,5217,118,0,False,0,0,0,0,Brighton,299,0.0,0.0,9,30,0.0,MID,0.0,2,0,Mwepu
Jeremy Sarmiento Morante,-151,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,10,0.0,0.0,0.0,0,45,4827,119,0,False,0,0,0,0,Brighton,299,0.0,0.0,161,30,0.0,MID,0.0,2,0,Sarmiento
Moisés Caicedo Corozo,17,Spurs,0,0,2,0,2,2023-04-08T14:00:00Z,0,0.83,1,18.6,0,0,787,2.2,0.04,31.3,1,50,33827,120,0,False,15,90,0,0,Brighton,299,0.04,0.08,770,30,7.0,MID,5.7,2,0,Caicedo
Taylor Richards,0,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,319,121,0,False,0,0,0,0,Brighton,299,0.0,0.0,0,30,0.0,MID,0.0,2,0,Richards
Haydon Roberts,-1,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,437,122,0,False,0,0,0,0,Brighton,299,0.0,0.0,1,30,0.0,DEF,0.0,2,0,Roberts
Deniz Undav,-136,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,220,1.2,0.0,0.0,0,50,27202,123,0,False,0,0,0,0,Brighton,299,0.0,0.0,356,30,0.0,FWD,0.0,2,0,Undav
Kaoru Mitoma,140341,Spurs,0,0,2,0,2,2023-04-08T14:00:00Z,0,0.83,1,0.0,0,0,179519,5.5,0.03,13.5,1,56,3052064,124,0,False,-5,90,0,0,Brighton,299,0.65,0.68,39178,30,34.0,MID,4.5,2,0,Mitoma
Julio Enciso,128,Spurs,0,0,1,0,0,2023-04-08T14:00:00Z,0,0.0,1,1.0,0,0,594,2.5,0.0,0.5,0,46,32658,125,0,False,2,5,0,0,Brighton,299,0.07,0.07,466,30,5.0,FWD,0.7,2,0,Enciso
Kacper Kozłowski,-4,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,2484,126,0,False,0,0,0,0,Brighton,299,0.0,0.0,4,30,0.0,MID,0.0,2,0,Kozłowski
Billy Gilmour,-116,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,176,0.0,0.0,0.0,0,42,38744,149,0,False,0,0,0,0,Brighton,299,0.0,0.0,292,30,0.0,MID,0.0,2,0,Gilmour
Kjell Scherpen,-13,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,4648,542,0,False,0,0,0,0,Brighton,299,0.0,0.0,13,30,0.0,GK,0.0,2,0,Scherpen
Matt Clarke,-36,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,10580,543,0,False,0,0,0,0,Brighton,299,0.0,0.0,36,30,0.0,DEF,0.0,2,0,Clarke
Jan Paul van Hecke,-120,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,149,0.0,0.0,0.0,0,40,32478,544,0,False,0,0,0,0,Brighton,299,0.0,0.0,269,30,0.0,DEF,0.0,2,0,Van Hecke
Levi Colwill,-147,Spurs,0,0,2,0,1,2023-04-08T14:00:00Z,0,0.69,1,7.2,0,0,380,2.5,0.01,1.3,1,44,9541,559,0,False,13,68,0,0,Brighton,299,0.0,0.01,527,30,0.0,DEF,0.9,2,0,Colwill
Pervis Estupiñán,-36315,Spurs,0,0,1,0,2,2023-04-08T14:00:00Z,0,0.83,1,14.2,0,0,44972,4.0,0.14,19.7,1,48,1426327,586,0,False,14,90,0,0,Brighton,299,0.0,0.14,81287,30,2.0,DEF,3.6,2,0,Estupiñán
Evan Ferguson,-1002,Spurs,0,0,1,0,1,2023-04-08T14:00:00Z,0,0.14,1,1.2,0,0,19328,2.2,0.01,1.1,0,46,211767,596,0,False,3,24,0,0,Brighton,299,0.05,0.06,20330,30,5.0,FWD,0.7,2,0,Ferguson
Ed Turns,-26,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,2391,640,0,False,0,0,0,0,Brighton,299,0.0,0.0,26,30,0.0,DEF,0.0,2,0,Turns
Andrew Moran,-11,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,39,0.0,0.0,0.0,0,45,707,651,0,False,0,0,0,0,Brighton,299,0.0,0.0,50,30,0.0,MID,0.0,2,0,Moran
James Furlong,-23,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,1624,652,0,False,0,0,0,0,Brighton,299,0.0,0.0,23,30,0.0,DEF,0.0,2,0,Furlong
Jack Hinshelwood,2,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,11,0.0,0.0,0.0,0,45,203,677,0,False,0,0,0,0,Brighton,299,0.0,0.0,9,30,0.0,MID,0.0,2,0,Hinshelwood
Facundo Buonanotte,-12,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,44,0.2,0.0,0.0,0,45,708,679,0,False,0,0,0,0,Brighton,299,0.0,0.0,56,30,0.0,MID,0.0,2,0,Buonanotte
Yasin Ayari,12,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,38,0.2,0.0,0.0,0,45,347,719,0,False,0,0,0,0,Brighton,299,0.0,0.0,26,30,0.0,MID,0.0,2,0,Ayari
Odeluga Offiah,1,Spurs,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,1,0.0,0,0,54,0.0,0.0,0.0,0,40,1119,736,0,False,0,0,0,0,Brighton,299,0.0,0.0,53,30,0.0,DEF,0.0,2,0,Offiah
Carney Chukwuemeka,-147,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,145,0.2,0.0,0.0,0,42,37991,48,0,False,0,0,0,0,Chelsea,300,0.0,0.0,292,30,0.0,MID,0.0,1,0,Chukwuemeka
Marc Cucurella Saseta,-6147,Wolves,0,0,1,0,1,2023-04-08T14:00:00Z,0,0.56,0,8.6,0,0,5852,2.0,0.01,2.3,1,50,683128,112,0,False,3,67,0,1,Chelsea,300,0.0,0.01,11999,30,0.0,DEF,1.1,1,0,Cucurella
César Azpilicueta,-1236,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,22,0.0,0.0,0.0,0,47,129260,127,0,False,0,0,0,0,Chelsea,300,0.0,0.0,1258,30,0.0,DEF,0.0,1,0,Azpilicueta
Thiago Emiliano da Silva,-15476,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,138,0.0,0.0,0.0,0,54,617775,128,0,False,0,0,0,0,Chelsea,300,0.0,0.0,15614,30,0.0,DEF,0.0,1,0,Thiago Silva
Marcos Alonso,-85,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,53,74951,129,0,False,0,0,0,0,Chelsea,300,0.0,0.0,85,30,0.0,DEF,0.0,1,0,Alonso
Ross Barkley,-3,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,49,2986,131,0,False,0,0,0,0,Chelsea,300,0.0,0.0,3,30,0.0,MID,0.0,1,0,Barkley
Mateo Kovacic,-3384,Wolves,0,0,1,0,1,2023-04-08T14:00:00Z,0,0.56,0,15.6,0,0,1091,1.5,0.07,25.9,1,49,46232,132,0,False,15,90,0,1,Chelsea,300,0.05,0.12,4475,30,2.0,MID,4.4,1,0,Kovacic
Kepa Arrizabalaga,-17490,Wolves,0,0,3,0,1,2023-04-08T14:00:00Z,0,0.56,0,28.0,3,0,15614,3.0,0.0,0.0,1,47,1111923,133,0,False,16,90,0,0,Chelsea,300,0.0,0.0,33104,30,0.0,GK,2.8,1,0,Arrizabalaga
N'Golo Kanté,3381,Wolves,0,0,0,0,0,2023-04-08T14:00:00Z,0,0.0,0,0.0,0,0,3784,1.0,0.0,0.0,0,48,119712,134,0,False,0,0,0,0,Chelsea,300,0.0,0.0,403,30,0.0,MID,0.0,1,0,Kanté
