name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Che Adams,FWD,Southampton,1.2,0,0,2,0,0.0,345,377,3,0,0.0,0.0,2022-05-22T15:00:00Z,27,0,0,0,0,38,0,230484,1,4,0.0,1,-13253,4294,17547,65,False,0,Leicester,Adams
Andriy Yarmolenko,MID,West Ham,1.4,0,0,3,0,0.0,412,373,1,0,0.0,0.0,2022-05-22T15:00:00Z,9,0,0,0,0,38,0,10030,1,3,0.0,1,2,102,100,50,False,0,Brighton,Yarmolenko
Onel Hernández,MID,Norwich,0.0,0,0,0,0,0.0,320,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1382,5,0,0.0,0,-2,0,2,49,True,0,Spurs,Hernández
Benjamin Chilwell,DEF,Chelsea,0.0,0,0,3,0,0.0,135,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,1,0,0,0,0,38,0,270866,1,2,0.0,1,-570,183,753,56,True,0,Watford,Chilwell
Leander Dendoncker,MID,Wolves,1.8,0,0,5,0,0.0,434,378,3,0,0.0,0.0,2022-05-22T15:00:00Z,89,0,0,0,0,38,0,25283,1,3,0.0,2,-1396,1111,2507,46,False,0,Liverpool,Dendoncker
Andrew Robertson,DEF,Liverpool,6.3,0,1,25,0,0.0,234,378,1,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1063475,1,3,0.0,9,21021,62325,41304,73,True,0,Wolves,Robertson
Hee-Chan Hwang,FWD,Wolves,0.5,0,0,-4,0,0.0,583,378,3,0,0.0,0.0,2022-05-22T15:00:00Z,68,0,0,0,0,38,0,311115,1,3,0.0,2,-14290,4835,19125,54,False,0,Liverpool,Hwang
Marcus Rashford,MID,Man Utd,1.1,0,0,0,0,0.0,281,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,52403,0,1,0.0,0,-264,460,724,94,False,0,Crystal Palace,Rashford
Rayan Ait Nouri,DEF,Wolves,1.3,0,0,12,0,0.0,470,378,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,121750,1,3,0.0,1,3068,9648,6580,41,False,0,Liverpool,Ait Nouri
Hannibal Mejbri,MID,Man Utd,0.7,0,0,-1,0,0.0,706,376,1,0,0.0,0.0,2022-05-22T15:00:00Z,61,0,0,0,0,38,0,700,0,1,0.0,1,55,115,60,45,False,1,Crystal Palace,Mejbri
Michal Karbownik,DEF,Brighton,0.0,0,0,0,0,0.0,536,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2976,1,3,0.0,0,-8,0,8,40,True,0,West Ham,Karbownik
Ciaran Clark,DEF,Newcastle,0.0,0,0,0,0,0.0,293,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,7121,2,1,0.0,0,-20,46,66,44,False,0,Burnley,Clark
Pascal Groß,MID,Brighton,6.0,1,3,45,0,0.0,55,373,1,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,24193,1,3,0.0,13,-479,934,1413,56,True,0,West Ham,Groß
Bobby Thomas,DEF,Burnley,-0.5,0,0,0,0,0.0,534,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,27268,2,1,0.0,0,70,537,467,39,True,0,Newcastle,Thomas
John McGinn,MID,Aston Villa,2.7,0,0,9,0,0.0,35,379,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,99822,2,3,0.0,2,-5356,2277,7633,56,False,0,Man City,McGinn
Jonathan Tomkinson,DEF,Norwich,-1.0,0,0,0,0,0.0,643,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2153,5,0,0.0,0,-2,94,96,40,True,0,Spurs,Tomkinson
Bukayo Saka,MID,Arsenal,5.7,1,0,16,0,0.0,22,371,1,0,0.0,0.0,2022-05-22T15:00:00Z,77,0,0,0,0,38,0,2605325,1,5,0.0,5,-58141,67205,125346,67,True,0,Everton,Saka
Takumi Minamino,MID,Liverpool,2.5,0,0,0,0,0.0,236,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,7112,1,3,0.0,0,1086,1250,164,51,True,0,Wolves,Minamino
Rhys Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,247,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2130,1,3,0.0,0,-6,0,6,44,True,0,Wolves,R.Williams
Jack Butland,GK,Crystal Palace,1.3,0,0,0,0,0.0,156,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,36934,0,1,0.0,0,-873,717,1590,44,True,0,Man Utd,Butland
João Pedro Cavaco Cancelo,DEF,Man City,4.7,0,0,16,0,0.0,256,379,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,3780966,2,3,0.0,1,7370,61275,53905,72,True,0,Aston Villa,Cancelo
Marvelous Nakamba,MID,Aston Villa,-0.1,0,0,-2,0,0.0,41,379,3,0,0.0,0.0,2022-05-22T15:00:00Z,18,0,0,0,0,38,0,12372,2,3,0.0,0,37,141,104,44,False,1,Man City,Nakamba
Cédric Soares,DEF,Arsenal,4.3,1,3,40,0,0.0,5,371,1,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,38794,1,5,0.0,14,353,2425,2072,42,True,0,Everton,Cédric
Joseph Gomez,DEF,Liverpool,1.0,0,0,0,0,0.0,238,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,37838,1,3,0.0,0,-499,119,618,47,True,0,Wolves,Gomez
Johann Berg Gudmundsson,MID,Burnley,0.0,0,0,0,0,0.0,108,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4625,2,1,0.0,0,4,44,40,54,True,0,Newcastle,Gudmundsson
Eric Dier,DEF,Spurs,5.8,0,0,25,1,0.0,361,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,606545,5,0,0.0,6,66106,77653,11547,47,False,0,Norwich,Dier
Charlie Cresswell,DEF,Leeds,0.5,0,0,0,0,0.0,563,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,31728,2,1,0.0,0,-33,333,366,40,False,0,Brentford,Cresswell
Jan Bednarek,DEF,Southampton,0.4,0,0,0,0,0.0,343,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,127374,1,4,0.0,0,-3139,2699,5838,44,False,0,Leicester,Bednarek
Steven Alzate,MID,Brighton,0.0,0,0,0,0,0.0,73,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,2625,1,3,0.0,0,1,47,46,48,True,0,West Ham,Alzate
Eldin Jakupovic,GK,Leicester,0.0,0,0,0,0,0.0,573,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,16010,1,4,0.0,0,571,1081,510,39,True,0,Southampton,Jakupovic
Nathaniel Chalobah,MID,Watford,0.0,0,0,0,0,0.0,385,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,535,1,2,0.0,0,-1,0,1,50,False,0,Chelsea,Chalobah
Dejan Kulusevski,MID,Spurs,6.3,0,3,52,1,0.0,701,380,0,2,0.0,0.0,2022-05-22T15:00:00Z,67,0,0,0,0,38,0,971599,5,0,0.0,16,-67994,50397,118391,63,False,0,Norwich,Kulusevski
Ryan Alebiosu,DEF,Arsenal,0.0,0,0,0,0,0.0,695,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,62,1,5,0.0,0,0,0,0,40,True,0,Everton,Alebiosu
Fabio Henrique Tavares,MID,Liverpool,1.5,0,0,0,0,0.0,232,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,80094,1,3,0.0,0,-5473,67,5540,54,True,0,Wolves,Fabinho
Niels Nkounkou,DEF,Everton,0.0,0,0,0,0,0.0,570,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,833,1,5,0.0,0,-1,0,1,40,False,0,Arsenal,Nkounkou
Maxwell Haygarth,MID,Brentford,-0.5,0,0,0,0,0.0,628,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,401,2,1,0.0,0,5,22,17,45,True,0,Leeds,Haygarth
Pontus Jansson,DEF,Brentford,4.1,0,0,13,0,0.0,76,372,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,658854,2,1,0.0,1,46261,58168,11907,45,True,0,Leeds,Jansson
João Filipe Iria Santos Moutinho,MID,Wolves,1.0,0,0,14,0,0.0,426,378,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,64717,1,3,0.0,2,-2264,634,2898,49,False,0,Liverpool,Moutinho
James Storer,GK,Wolves,-1.0,0,0,0,0,0.0,621,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,15156,1,3,0.0,0,332,680,348,40,False,0,Liverpool,Storer
Asmir Begović,GK,Everton,-0.9,0,0,18,0,0.0,481,371,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,4,213851,1,5,0.0,1,-1389,1045,2434,40,False,0,Arsenal,Begović
Aymeric Laporte,DEF,Man City,5.0,0,0,15,0,0.0,259,379,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1011861,2,3,0.0,1,32265,62042,29777,60,True,0,Aston Villa,Laporte
Nuno Varela Tavares,DEF,Arsenal,3.3,0,0,5,0,0.0,466,371,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,86970,1,5,0.0,2,-2001,4535,6536,43,True,0,Everton,Tavares
Konstantinos Tsimikas,DEF,Liverpool,1.7,0,0,0,0,0.0,245,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1189519,1,3,0.0,0,67264,89722,22458,37,True,0,Wolves,Tsimikas
Jacob Murphy,MID,Newcastle,2.7,0,0,8,0,0.0,304,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,79,0,0,0,0,38,0,33440,2,1,0.0,2,353,877,524,46,False,0,Burnley,Murphy
Mason Mount,MID,Chelsea,4.0,0,0,7,0,0.0,138,375,1,0,0.0,0.0,2022-05-22T15:00:00Z,88,0,0,0,0,38,0,2018149,1,2,0.0,2,51067,142603,91536,77,True,0,Watford,Mount
Yoane Wissa,MID,Brentford,4.9,1,1,18,0,0.0,524,372,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,26983,2,1,0.0,6,15566,16646,1080,57,True,0,Leeds,Wissa
Omari Hutchinson,MID,Arsenal,1.0,0,0,0,0,0.0,692,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,305,1,5,0.0,0,29,39,10,45,True,0,Everton,Hutchinson
Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,1.3,0,0,0,0,0.0,579,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1653109,0,1,0.0,0,-29306,34259,63565,122,False,0,Crystal Palace,Ronaldo
Wout Weghorst,FWD,Burnley,1.3,0,0,-1,0,0.0,700,374,1,0,0.0,0.0,2022-05-22T15:00:00Z,45,0,0,0,0,38,0,349634,2,1,0.0,1,-48159,12721,60880,62,True,0,Newcastle,Weghorst
Donny van de Beek,MID,Everton,-0.1,0,0,24,0,0.0,282,371,3,1,0.0,0.0,2022-05-22T15:00:00Z,53,0,0,0,0,38,0,28777,1,5,0.0,6,-299,139,438,57,False,0,Arsenal,van de Beek
Divock Origi,FWD,Liverpool,2.0,0,0,0,0,0.0,235,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,132296,1,3,0.0,0,8780,14573,5793,48,True,0,Wolves,Origi
Dimitris Giannoulis,DEF,Norwich,-0.5,0,0,12,0,0.0,457,380,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,5715,5,0,0.0,0,-39,45,84,44,True,0,Spurs,Giannoulis
Anwar El Ghazi,MID,Everton,-1.0,0,0,0,0,0.0,42,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,29249,1,5,0.0,0,-71,47,118,56,False,0,Arsenal,El Ghazi
Kyle Walker-Peters,DEF,Southampton,0.8,0,0,12,0,0.0,342,377,4,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,98669,1,4,0.0,0,-3238,1899,5137,48,False,0,Leicester,Walker-Peters
Mohamed Elyounoussi,MID,Southampton,1.2,0,0,6,0,0.0,517,377,1,0,0.0,0.0,2022-05-22T15:00:00Z,71,0,0,0,0,38,0,14938,1,4,0.0,2,-726,199,925,54,False,0,Leicester,Elyounoussi
Tony Springett,MID,Norwich,-0.5,0,0,0,0,0.0,716,380,3,0,0.0,0.0,2022-05-22T15:00:00Z,29,0,0,0,0,38,0,183,5,0,0.0,0,0,22,22,45,True,1,Spurs,Springett
Christian Kabasele,DEF,Watford,0.3,0,0,8,0,0.0,384,375,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,4665,1,2,0.0,1,-191,28,219,43,False,0,Chelsea,Kabasele
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4892,1,2,0.0,0,-8,0,8,54,False,0,Chelsea,Gray
Ibrahima Konaté,DEF,Liverpool,2.0,0,0,15,0,0.0,243,378,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,131985,1,3,0.0,2,12421,14284,1863,51,True,0,Wolves,Konaté
Jean-Philippe Mateta,FWD,Crystal Palace,1.8,0,0,0,0,0.0,159,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,245179,0,1,0.0,0,2951,24933,21982,53,True,0,Man Utd,Mateta
Tim Iroegbunam,MID,Aston Villa,-0.6,0,0,0,0,0.0,638,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,519,2,3,0.0,0,-8,24,32,45,False,0,Man City,Iroegbunam
Dane Scarlett,FWD,Spurs,1.0,0,0,0,0,0.0,520,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,211822,5,0,0.0,0,-3594,2679,6273,45,False,0,Norwich,Scarlett
Aaron Ramsdale,GK,Arsenal,3.2,0,0,9,0,0.0,559,371,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,1,1547104,1,5,0.0,2,-18849,19053,37902,51,True,0,Everton,Ramsdale
Luke Thomas,DEF,Leicester,0.3,0,0,0,0,0.0,219,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,70526,1,4,0.0,0,-2787,481,3268,43,True,0,Southampton,Thomas
Tyler Onyango,MID,Everton,-1.0,0,0,0,0,0.0,630,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,598,1,5,0.0,0,22,37,15,45,False,0,Arsenal,Onyango
Dara Costelloe,MID,Burnley,-0.5,0,0,0,0,0.0,726,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,148,2,1,0.0,0,-64,20,84,45,True,0,Newcastle,Costelloe
Phil Jones,DEF,Man Utd,0.5,0,0,0,0,0.0,632,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3146,0,1,0.0,0,-24,94,118,45,False,0,Crystal Palace,Jones
Diego Llorente,DEF,Leeds,3.7,0,0,12,0,0.0,190,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,34580,2,1,0.0,2,2004,4367,2363,45,False,0,Brentford,Llorente
Robin Koch,DEF,Leeds,1.7,0,0,4,0,0.0,194,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,12482,2,1,0.0,2,11,411,400,43,False,0,Brentford,Koch
Marcel Lavinier,DEF,Spurs,1.0,0,0,0,0,0.0,724,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,333,5,0,0.0,0,25,47,22,40,False,0,Norwich,Lavinier
Albert Sambi Lokonga,MID,Arsenal,1.3,0,0,3,0,0.0,478,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,27,0,0,0,0,38,0,10425,1,5,0.0,1,-23,39,62,48,True,0,Everton,Sambi Lokonga
Sam Greenwood,FWD,Leeds,1.3,0,0,5,0,0.0,550,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,84,0,0,0,0,38,0,285417,2,1,0.0,2,-6424,9895,16319,46,False,0,Brentford,Greenwood
Nathan Ferguson,DEF,Crystal Palace,0.0,0,0,0,0,0.0,161,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,798,0,1,0.0,0,17,45,28,45,True,0,Man Utd,Ferguson
Alexandre Lacazette,FWD,Arsenal,1.7,0,0,-3,0,0.0,6,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,23,0,0,0,0,38,0,279080,1,5,0.0,1,-10409,3746,14155,81,True,0,Everton,Lacazette
Kevin De Bruyne,MID,Man City,8.8,1,1,27,0,0.0,251,379,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1755119,2,3,0.0,6,288147,338696,50549,121,True,0,Aston Villa,De Bruyne
Mohamed Salah,MID,Liverpool,2.8,0,0,22,0,0.0,233,378,0,1,0.0,0.0,2022-05-22T15:00:00Z,32,0,0,0,0,38,0,3664020,1,3,0.0,6,-778411,10087,788498,131,True,0,Wolves,Salah
Raheem Sterling,MID,Man City,7.2,1,0,17,0,0.0,255,379,1,0,0.0,0.0,2022-05-22T15:00:00Z,34,0,0,0,0,38,0,238500,2,3,0.0,4,3567,20174,16607,105,True,0,Aston Villa,Sterling
Liam Gibbs,MID,Norwich,-1.0,0,0,0,0,0.0,683,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,7538,5,0,0.0,0,2,62,60,45,True,0,Spurs,Gibbs
Wilfried Zaha,MID,Crystal Palace,5.3,0,1,27,1,0.0,154,376,0,1,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,756252,0,1,0.0,9,-118577,12854,131431,69,True,0,Man Utd,Zaha
Conrad Egan-Riley,DEF,Man City,1.2,0,0,0,0,0.0,651,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1609,2,3,0.0,0,26,67,41,40,True,0,Aston Villa,Egan-Riley
Freddie Woodman,GK,Newcastle,0.0,0,0,0,0,0.0,513,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,23501,2,1,0.0,0,-143,0,143,43,False,0,Burnley,Woodman
Robert Sánchez,GK,Brighton,4.0,0,0,11,0,0.0,69,373,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,1,1323292,1,3,0.0,2,-6661,15450,22111,45,True,0,West Ham,Sánchez
Dynel Simeu,DEF,Southampton,0.0,0,0,0,0,0.0,665,377,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,337,1,4,0.0,0,-1,0,1,40,False,0,Leicester,Simeu
Neco Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,246,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,48754,1,3,0.0,0,-313,0,313,38,True,0,Wolves,N.Williams
Ben Mee,DEF,Burnley,-0.1,0,0,0,0,0.0,106,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,53465,2,1,0.0,0,-1833,57,1890,46,True,0,Newcastle,Mee
Pascal Struijk,DEF,Leeds,3.0,0,0,3,0,0.0,198,372,1,0,0.0,0.0,2022-05-22T15:00:00Z,19,0,0,0,0,38,0,14465,2,1,0.0,1,1499,2105,606,43,False,0,Brentford,Struijk
Tom Davies,MID,Everton,-0.9,0,0,5,0,0.0,176,371,4,0,0.0,0.0,2022-05-22T15:00:00Z,76,0,0,0,0,38,0,5661,1,5,0.0,1,1,46,45,48,False,1,Arsenal,Davies
Louie Moulden,GK,Wolves,0.0,0,0,0,0,0.0,611,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,12127,1,3,0.0,0,-81,0,81,40,False,0,Liverpool,Moulden
Konstantinos Mavropanos,DEF,Arsenal,0.0,0,0,0,0,0.0,24,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,54,1,5,0.0,0,0,0,0,45,True,0,Everton,Mavropanos
Alex Iwobi,MID,Everton,2.0,0,0,4,0,0.0,174,371,5,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,25047,1,5,0.0,2,-2841,1103,3944,58,False,0,Arsenal,Iwobi
Edouard Mendy,GK,Chelsea,4.1,0,0,13,0,0.0,143,375,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,2,1050073,1,2,0.0,2,5484,16104,10620,61,True,0,Watford,Mendy
Serge Aurier,DEF,Spurs,0.0,0,0,0,0,0.0,358,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,13984,5,0,0.0,0,-17,0,17,49,False,0,Norwich,Aurier
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1373,1,2,0.0,0,-4,0,4,50,False,0,Chelsea,Tufan
Marc Guéhi,DEF,Crystal Palace,3.5,0,0,0,0,0.0,477,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,186940,0,1,0.0,0,3783,11377,7594,45,True,0,Man Utd,Guéhi
Matej Vydra,FWD,Burnley,0.0,0,0,0,0,0.0,111,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,41875,2,1,0.0,0,-9150,191,9341,52,True,0,Newcastle,Vydra
Ethan Ampadu,DEF,Chelsea,0.0,0,0,0,0,0.0,139,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3225,1,2,0.0,0,-4,0,4,45,True,0,Watford,Ampadu
Marcus Forss,FWD,Brentford,0.0,0,0,0,0,0.0,88,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,7360,2,1,0.0,0,-30,0,30,53,True,0,Leeds,Forss
Todd Cantwell,MID,Norwich,0.0,0,0,0,0,0.0,325,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,15884,5,0,0.0,0,-45,0,45,53,True,0,Spurs,Cantwell
Joe Gelhardt,FWD,Leeds,2.3,0,0,0,1,0.0,577,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,70,0,0,0,0,38,0,391056,2,1,0.0,2,39661,55974,16313,47,False,0,Brentford,Gelhardt
Jarrod Bowen,MID,West Ham,7.2,0,0,6,0,0.0,420,373,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,1442922,1,3,0.0,2,330840,343409,12569,69,False,0,Brighton,Bowen
Folarin Balogun,FWD,Arsenal,0.0,0,0,0,0,0.0,530,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,22884,1,5,0.0,0,-82,0,82,47,True,0,Everton,Balogun
Benjamin Mendy,DEF,Man City,0.0,0,0,0,0,0.0,253,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,29757,2,3,0.0,0,66,132,66,52,True,0,Aston Villa,Mendy
Willian Borges Da Silva,MID,Arsenal,0.0,0,0,0,0,0.0,3,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6705,1,5,0.0,0,-5,0,5,63,True,0,Everton,Willian
Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,599,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,6381,2,1,0.0,0,-46,0,46,44,False,0,Burnley,White
Francisco Machado Mota de Castro Trincão,MID,Wolves,0.5,0,0,2,0,0.0,461,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,1,0,0,0,0,38,0,28964,1,3,0.0,1,-992,173,1165,56,False,0,Liverpool,Trincão
Manuel Lanzini,MID,West Ham,3.2,0,0,10,0,0.0,416,373,2,0,0.0,0.0,2022-05-22T15:00:00Z,80,0,0,0,0,38,0,33702,1,3,0.0,2,1836,2671,835,56,False,0,Brighton,Lanzini
Moussa Sissoko,MID,Watford,1.2,0,0,-1,0,0.0,354,375,2,0,0.0,0.0,2022-05-22T15:00:00Z,90,0,0,0,0,38,0,210767,1,2,0.0,2,3021,11053,8032,43,False,0,Chelsea,Sissoko
Owen Dodgson,DEF,Burnley,-0.5,0,0,0,0,0.0,565,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,9449,2,1,0.0,0,-70,226,296,39,True,0,Newcastle,Dodgson
Luka Milivojevic,MID,Crystal Palace,0.0,0,0,0,0,0.0,152,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3852,0,1,0.0,0,24,62,38,52,True,0,Man Utd,Milivojevic
Archie Gray,MID,Leeds,0.5,0,0,0,0,0.0,658,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1181,2,1,0.0,0,20,103,83,45,False,0,Brentford,Gray
Ruben Loftus-Cheek,MID,Chelsea,2.7,0,0,0,0,0.0,132,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,14858,1,2,0.0,0,-518,702,1220,54,True,0,Watford,Loftus-Cheek
Dominic Thompson,DEF,Brentford,0.0,0,0,0,0,0.0,498,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,3651,2,1,0.0,0,-9,0,9,44,True,0,Leeds,Thompson
Ozan Kabak,DEF,Norwich,0.0,0,0,0,0,0.0,580,380,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,4276,5,0,0.0,0,4,58,54,43,True,0,Spurs,Kabak
Liam McCarron,MID,Leeds,0.5,0,0,0,0,0.0,576,372,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1357,2,1,0.0,0,-7,21,28,44,False,0,Brentford,McCarron
Rúnar Alex Rúnarsson,GK,Arsenal,0.0,0,0,0,0,0.0,2,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,47275,1,5,0.0,0,-290,0,290,40,True,0,Everton,Rúnarsson
Rui Pedro dos Santos Patrício,GK,Wolves,0.0,0,0,0,0,0.0,427,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,0,0,0,0,38,0,1301,1,3,0.0,0,0,0,0,50,False,0,Liverpool,Patrício
Eberechi Eze,MID,Crystal Palace,3.3,0,0,3,0,0.0,160,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,11,0,0,0,0,38,0,13481,0,1,0.0,1,-918,1412,2330,59,True,0,Man Utd,Eze
