name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,team,position
Ismaïla Sarr,1,0,18,1,24.3,525,212,0,0,6.6,21.2,2020-01-12T14:00:00Z,81,0,0,0,0,22,0,79867,3,0,20.0,6,28660,37652,8992,62,False,0,Bournemouth,Watford,MID
Andy Carroll,0,0,1,0,0.3,520,220,0,0,0.2,1.2,2020-01-11T15:00:00Z,11,0,0,0,0,22,0,8921,1,1,0.0,1,-747,542,1289,54,False,0,Wolves,Newcastle,FWD
André Filipe Tavares Gomes,0,0,0,0,0.0,422,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,21095,0,1,0.0,0,-247,11,258,52,True,0,Brighton,Everton,MID
Che Adams,1,0,14,0,13.1,437,216,0,0,2.8,15.2,2020-01-11T15:00:00Z,12,0,0,0,0,22,0,23376,2,1,0.0,4,-344,362,706,53,False,0,Leicester,Southampton,FWD
João Pedro Junqueira de Jesus,0,0,0,0,0.0,592,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,296,3,0,0.0,0,243,307,64,50,False,0,Bournemouth,Watford,FWD
Jeremy Ngakia,0,0,0,0,0.0,593,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,0,0,1,0.0,0,0,0,0,40,False,0,Sheffield Utd,West Ham,DEF
Douglas Luiz Soares de Paulo,0,0,7,0,2.1,470,211,5,0,1.0,5.8,2020-01-12T16:30:00Z,64,0,0,0,0,22,0,265865,6,1,2.0,2,9755,28677,18922,44,True,0,Man City,Aston Villa,MID
David Button,0,0,0,0,0.0,48,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,1457889,0,1,0.0,0,-15041,13405,28446,40,False,0,Everton,Brighton,GK
Jack Grealish,0,0,2,0,15.8,29,211,6,0,3.2,4.4,2020-01-12T16:30:00Z,90,0,0,0,0,22,0,1358593,6,1,12.0,1,167332,234279,66947,64,True,1,Man City,Aston Villa,MID
Mark Duffy,0,0,0,0,0.0,300,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,1355,0,1,0.0,0,-13,6,19,52,True,0,West Ham,Sheffield Utd,MID
Dean Henderson,0,0,25,1,0.0,471,218,0,0,1.5,14.8,2020-01-10T20:00:00Z,90,0,0,0,0,22,2,709882,0,1,0.0,6,37937,60778,22841,49,True,0,West Ham,Sheffield Utd,GK
James Justin,0,0,0,0,0.0,433,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,7360,2,1,0.0,0,-93,112,205,48,True,0,Southampton,Leicester,DEF
James Tomkins,0,0,3,0,0.3,124,214,1,0,3.7,0.0,2020-01-11T12:30:00Z,90,0,0,0,0,22,0,61432,1,1,37.0,1,-3853,5704,9557,50,True,1,Arsenal,Crystal Palace,DEF
Oumar Niasse,0,0,0,0,0.0,570,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,1974,0,1,0.0,0,48,322,274,45,True,0,Brighton,Everton,FWD
Rob Holding,0,0,0,0,0.0,10,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,7575,1,1,0.0,0,142,396,254,45,False,0,Crystal Palace,Arsenal,DEF
Robert Elliot,0,0,0,0,0.0,573,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,5116,1,1,0.0,0,1094,1483,389,40,False,0,Wolves,Newcastle,GK
Axel Tuanzebe,0,0,0,0,0.0,481,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,8292,0,4,0.0,0,-297,26,323,44,True,0,Norwich,Man Utd,DEF
Albian Ajeti,0,0,0,0,0.0,514,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,2548,0,1,0.0,0,2,81,79,57,False,0,Sheffield Utd,West Ham,FWD
Joseph Anang,0,0,0,0,0.0,582,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,8613,0,1,0.0,0,2517,3312,795,40,False,0,Sheffield Utd,West Ham,GK
Kenny McLean,0,0,11,0,4.1,286,217,4,0,1.1,7.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,11692,0,4,0.0,2,-318,108,426,49,False,0,Man Utd,Norwich,MID
Dejan Lovren,0,0,0,0,0.0,186,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,15509,1,0,0.0,0,-1008,29,1037,53,False,0,Spurs,Liverpool,DEF
Troy Parrott,0,0,0,0,0.0,509,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,56715,1,0,0.0,0,-933,830,1763,44,True,0,Liverpool,Spurs,FWD
Ivan Cavaleiro,0,0,0,0,0.0,419,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,691,1,1,0.0,0,-3,25,28,49,True,0,Newcastle,Wolves,MID
Callum Slattery,0,0,0,0,0.0,327,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,24302,2,1,0.0,0,-782,99,881,44,False,0,Leicester,Southampton,MID
Neco Williams,0,0,0,0,0.0,575,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,2394,1,0,0.0,0,118,609,491,40,False,0,Spurs,Liverpool,DEF
Adama Traoré,0,0,11,0,26.4,417,220,1,0,4.7,14.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,1275191,1,1,6.0,2,115389,202086,86697,57,True,0,Newcastle,Wolves,MID
Alexis Sánchez,0,0,0,0,0.0,240,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,28635,0,4,0.0,0,-144,44,188,68,True,0,Norwich,Man Utd,MID
Ademola Lookman,0,0,0,0,0.0,155,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,459,0,1,0.0,0,-3,9,12,50,True,0,Brighton,Everton,MID
Mason Holgate,0,1,30,1,0.3,478,215,0,0,2.6,21.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,79682,0,1,4.0,7,32061,38402,6341,44,True,0,Brighton,Everton,DEF
César Azpilicueta,1,3,40,1,13.9,105,213,0,0,6.4,43.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,373528,0,3,6.0,12,24800,31808,7008,58,True,0,Burnley,Chelsea,DEF
Luke Amos,0,0,0,0,0.0,351,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,1025,1,0,0.0,0,-26,20,46,45,True,0,Liverpool,Spurs,MID
Bjorn Engels,0,0,0,0,0.0,455,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,37630,6,1,0.0,0,-3331,114,3445,45,True,0,Man City,Aston Villa,DEF
Andy King,0,0,0,0,0.0,480,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,22486,2,1,0.0,0,-912,225,1137,43,True,0,Southampton,Leicester,MID
Paul Dummett,0,0,3,0,0.0,255,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,12,0,0,0,0,22,0,16107,1,1,0.0,1,-1238,79,1317,44,False,0,Wolves,Newcastle,DEF
Laurent Koscielny,0,0,0,0,0.0,7,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,5664,1,1,0.0,0,-35,24,59,50,False,0,Crystal Palace,Arsenal,DEF
Bailey Peacock-Farrell,0,0,0,0,0.0,495,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,5469,0,3,0.0,0,-19,87,106,44,False,0,Chelsea,Burnley,GK
Domingos Quina,0,0,2,0,0.3,375,212,0,0,0.3,2.4,2020-01-12T14:00:00Z,4,0,0,0,0,22,0,6452,3,0,0.0,1,-119,64,183,44,False,0,Bournemouth,Watford,MID
Bernardo Mota Veiga de Carvalho e Silva,0,0,0,0,0.0,218,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,651335,6,1,0.0,0,-12555,20448,33003,78,False,0,Aston Villa,Man City,MID
Ryan Bennett,0,0,0,0,0.0,404,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,23219,1,1,0.0,0,-256,462,718,49,True,0,Newcastle,Leicester,DEF
Aaron Ramsdale,0,0,0,0,0.0,494,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,445314,3,0,0.0,0,-3880,32725,36605,47,True,0,Watford,Bournemouth,GK
Ravel Morrison,0,0,0,0,0.0,456,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,6400,0,1,0.0,0,-79,217,296,46,True,0,West Ham,Sheffield Utd,MID
Seamus Coleman,0,0,8,0,0.0,144,215,0,0,0.6,6.0,2020-01-11T15:00:00Z,16,0,0,0,0,22,0,84853,0,1,0.0,1,-136,1246,1382,53,True,0,Brighton,Everton,DEF
Max Kilman,0,0,0,0,0.0,408,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,160381,1,1,0.0,0,-3017,2701,5718,40,True,0,Newcastle,Wolves,DEF
Daniel Drinkwater,0,0,9,0,1.5,120,211,5,0,0.4,2.8,2020-01-12T16:30:00Z,78,0,0,0,0,22,0,45238,6,1,0.0,2,279,764,485,44,True,0,Man City,Aston Villa,MID
Anthony Martial,0,0,20,1,3.6,239,217,0,1,10.9,36.8,2020-01-11T15:00:00Z,79,0,0,0,0,22,0,977845,0,4,69.0,8,23682,124600,100918,79,True,0,Norwich,Man Utd,MID
Steven Alzate,0,0,5,0,2.6,537,215,0,0,1.1,8.6,2020-01-11T15:00:00Z,28,0,0,0,0,22,0,8057,0,1,0.0,1,615,1667,1052,45,False,0,Everton,Brighton,MID
Simon Francis,0,0,14,0,12.0,62,212,3,0,3.8,25.6,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,2468,3,0,0.0,1,150,346,196,44,True,0,Watford,Bournemouth,DEF
Daniel N'Lundulu,0,0,0,0,0.0,535,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,6712,2,1,0.0,0,-139,108,247,45,False,0,Leicester,Southampton,FWD
Jack Colback,0,0,0,0,0.0,482,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,9085,1,1,0.0,0,-304,36,340,44,False,0,Wolves,Newcastle,MID
Akin Famewo,0,0,0,0,0.0,552,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,5454,0,4,0.0,0,-100,278,378,40,False,0,Man Utd,Norwich,DEF
Danilo Luiz da Silva,0,0,0,0,0.0,209,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,3191,6,1,0.0,0,-10,12,22,50,False,0,Aston Villa,Man City,DEF
Roberto Firmino,0,3,41,1,45.4,187,219,0,1,17.7,49.8,2020-01-11T17:30:00Z,90,0,0,0,0,22,0,656172,1,0,82.0,9,16069,59613,43544,93,False,0,Spurs,Liverpool,FWD
Sam Byram,0,0,17,0,14.6,454,217,4,0,3.6,19.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,8537,0,4,2.0,0,-86,139,225,44,False,0,Man Utd,Norwich,DEF
Victor Lindelöf,0,0,23,1,1.2,225,217,0,0,1.4,12.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,95385,0,4,0.0,6,-674,3911,4585,53,True,0,Norwich,Man Utd,DEF
Olivier Giroud,0,0,0,0,0.0,110,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,74001,0,3,0.0,0,-520,253,773,66,True,0,Burnley,Chelsea,FWD
Frédéric Guilbert,0,0,0,0,0.0,458,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,49315,6,1,0.0,0,-3915,872,4787,44,True,0,Man City,Aston Villa,DEF
Fraser Forster,0,0,0,0,0.0,317,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,23672,2,1,0.0,0,-329,61,390,43,False,0,Leicester,Southampton,GK
Andy Lonergan,0,0,0,0,0.0,530,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,1797,1,0,0.0,0,-26,12,38,43,False,0,Spurs,Liverpool,GK
Pedro Rodríguez Ledesma,0,0,0,0,0.0,114,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,84306,0,3,0.0,0,-502,345,847,68,True,0,Burnley,Chelsea,MID
Matt Doherty,0,0,3,0,3.3,401,220,1,0,2.2,0.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,367650,1,1,18.0,2,10611,33703,23092,61,True,0,Newcastle,Wolves,DEF
Tom Cleverley,0,0,0,0,0.0,371,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,7814,3,0,0.0,0,-239,19,258,48,False,0,Bournemouth,Watford,MID
Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,65442,0,1,0.0,0,-875,1658,2533,43,False,0,Sheffield Utd,West Ham,FWD
Jordan Ayew,0,3,27,0,12.9,468,214,1,1,7.6,37.6,2020-01-11T12:30:00Z,90,0,0,0,0,22,0,517075,1,1,25.0,9,-18212,39116,57328,50,True,0,Arsenal,Crystal Palace,FWD
Tom Davies,0,0,10,1,13.0,154,215,0,0,3.2,15.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,11201,0,1,4.0,3,-256,468,724,53,True,0,Brighton,Everton,MID
Matej Vydra,0,0,2,0,3.3,92,213,0,0,0.3,0.0,2020-01-11T15:00:00Z,17,0,0,0,0,22,0,3997,0,3,0.0,1,-25,86,111,53,False,0,Chelsea,Burnley,FWD
Jack Stacey,0,0,0,0,0.0,446,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,7686,3,0,0.0,0,-1575,38,1613,43,True,0,Watford,Bournemouth,DEF
Fernando Luiz Rosa,0,0,7,1,1.2,221,211,0,0,1.0,8.8,2020-01-12T16:30:00Z,62,0,0,0,0,22,0,50804,6,1,0.0,2,-31,1770,1801,52,False,1,Aston Villa,Man City,MID
Tammy Abraham,0,0,22,1,11.1,460,213,0,1,13.1,37.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,2469411,0,3,82.0,6,82286,194286,112000,78,True,0,Burnley,Chelsea,FWD
José Diogo Dalot Teixeira,0,0,0,0,0.0,229,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,5785,0,4,0.0,0,-4,43,47,49,True,0,Norwich,Man Utd,DEF
Matty James,0,0,0,0,0.0,177,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,10711,2,1,0.0,0,-251,118,369,43,True,0,Southampton,Leicester,MID
Marcos Alonso,0,0,0,0,0.0,103,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,157553,0,3,0.0,0,-9501,134,9635,60,True,0,Burnley,Chelsea,DEF
Henrikh Mkhitaryan,0,0,0,0,0.0,16,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,56686,1,1,0.0,0,-276,42,318,68,False,0,Crystal Palace,Arsenal,MID
Gerard Deulofeu,0,0,7,1,19.4,363,212,0,0,7.9,9.0,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,204450,3,0,51.0,2,43150,55711,12561,61,False,0,Bournemouth,Watford,FWD
Luke Cundle,0,0,0,0,0.0,567,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,1101,1,1,0.0,0,49,170,121,45,True,0,Newcastle,Wolves,MID
Dwight McNeil,0,0,13,0,15.7,97,213,3,0,4.2,16.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,39224,0,3,10.0,1,-6678,611,7289,60,False,1,Chelsea,Burnley,MID
Aaron Lennon,0,0,7,0,0.9,430,213,3,0,1.3,11.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,5907,0,3,0.0,1,-192,7,199,47,False,1,Chelsea,Burnley,MID
Morgan Gibbs-White,0,0,0,0,0.0,416,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,3747,1,1,0.0,0,-93,23,116,47,True,0,Newcastle,Wolves,MID
Curtis Jones,0,0,0,0,0.0,569,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,358,1,0,0.0,0,40,112,72,45,False,0,Spurs,Liverpool,MID
Craig Dawson,0,0,22,1,3.1,439,212,0,0,1.9,15.6,2020-01-12T14:00:00Z,90,0,0,0,0,22,0,11364,3,0,0.0,6,130,440,310,48,False,0,Bournemouth,Watford,DEF
Calum Chambers,0,0,0,0,0.0,467,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,61702,1,1,0.0,0,-13397,185,13582,44,False,0,Crystal Palace,Arsenal,DEF
Karl Darlow,0,0,0,0,0.0,263,220,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,8595,1,1,0.0,0,-81,57,138,43,False,0,Wolves,Newcastle,GK
Mario Vrancic,0,0,10,0,5.0,282,217,3,0,1.9,6.2,2020-01-11T15:00:00Z,64,0,0,0,0,22,0,5157,0,4,8.0,2,-77,133,210,62,False,0,Man Utd,Norwich,MID
Federico Fernández,0,0,11,0,1.5,254,220,1,0,2.1,19.6,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,47594,1,1,0.0,2,-3059,3009,6068,44,False,0,Wolves,Newcastle,DEF
Richard Stearman,0,0,0,0,0.0,296,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,187489,0,1,0.0,0,4224,10406,6182,39,True,0,West Ham,Sheffield Utd,DEF
Luke Freeman,0,0,0,0,0.0,441,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,4949,0,1,0.0,0,-50,119,169,51,True,0,West Ham,Sheffield Utd,MID
Tyrick Mitchell,0,0,0,0,0.0,579,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,1325,1,1,0.0,0,13,163,150,40,True,0,Arsenal,Crystal Palace,DEF
Sam Gallagher,0,0,0,0,0.0,316,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,2387,2,1,0.0,0,15,82,67,45,False,0,Leicester,Southampton,FWD
Willy Caballero,0,0,0,0,0.0,112,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,14935,0,3,0.0,0,-123,78,201,48,True,0,Burnley,Chelsea,GK
Kyle Walker-Peters,0,0,0,0,0.0,337,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,38792,1,0,0.0,0,-955,145,1100,44,True,0,Liverpool,Southampton,DEF
N'Golo Kanté,0,0,0,0,0.0,119,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,334645,0,3,0.0,0,-6997,9471,16468,50,True,0,Burnley,Chelsea,MID
Ilkay Gündogan,0,0,5,0,0.9,222,211,1,0,0.8,7.2,2020-01-12T16:30:00Z,19,0,0,0,0,22,0,93970,6,1,0.0,1,3398,6661,3263,52,False,0,Aston Villa,Man City,MID
Eric Garcia,0,0,0,0,0.0,544,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,6138,6,1,0.0,0,2185,3173,988,45,False,0,Aston Villa,Man City,DEF
Vicente Guaita,0,0,13,0,0.0,131,214,1,0,2.6,26.0,2020-01-11T12:30:00Z,90,0,0,0,0,22,3,223516,1,1,0.0,3,-31114,7892,39006,51,True,0,Arsenal,Crystal Palace,GK
Lloyd Kelly,0,0,0,0,0.0,64,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,3395,3,0,0.0,0,-111,63,174,44,True,0,Watford,Bournemouth,DEF
Jürgen Locadia,0,0,0,0,0.0,45,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,5591,0,1,0.0,0,-51,25,76,52,False,0,Everton,Brighton,FWD
Max Meyer,0,0,5,0,1.1,136,214,1,0,0.8,3.0,2020-01-11T12:30:00Z,67,0,0,0,0,22,0,5983,1,1,4.0,2,-110,35,145,52,True,0,Arsenal,Crystal Palace,MID
Matt Targett,0,0,0,0,0.0,309,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,80401,6,1,0.0,0,-18324,287,18611,44,True,0,Man City,Aston Villa,DEF
Johann Berg Gudmundsson,0,0,0,0,0.0,96,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,31517,0,3,0.0,0,-337,44,381,59,False,0,Chelsea,Burnley,MID
Jay Rodriguez,0,0,0,0,0.0,451,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,15274,0,3,0.0,0,-384,489,873,57,False,0,Chelsea,Burnley,FWD
Ayotomiwa Dele-Bashiru,0,0,0,0,0.0,563,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,0,0,0,0,22,0,445,3,0,0.0,0,-9,50,59,45,False,0,Bournemouth,Watford,MID
Tyreece John-Jules,0,0,0,0,0.0,585,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,325,1,1,0.0,0,72,128,56,45,False,0,Crystal Palace,Arsenal,FWD
Andreas Pereira,0,0,15,1,38.5,246,217,0,0,7.1,15.6,2020-01-11T15:00:00Z,70,0,0,0,0,22,0,35975,0,4,17.0,3,-1497,1816,3313,49,True,0,Norwich,Man Utd,MID
Enda Stevens,0,2,31,1,18.0,291,218,0,0,3.5,15.4,2020-01-10T20:00:00Z,90,0,0,0,0,22,0,169583,0,1,2.0,8,-4277,7933,12210,51,True,0,West Ham,Sheffield Utd,DEF
James McArthur,0,0,12,0,3.1,138,214,1,0,2.1,17.4,2020-01-11T12:30:00Z,90,0,0,0,0,22,0,48735,1,1,0.0,2,-2677,806,3483,52,True,0,Arsenal,Crystal Palace,MID
Kevin Long,0,0,0,0,0.0,88,213,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,8190,0,3,0.0,0,-41,126,167,43,False,0,Chelsea,Burnley,DEF
Aymeric Laporte,0,0,0,0,0.0,202,211,0,0,0.0,0.0,2020-01-12T16:30:00Z,0,0,0,0,0,22,0,142010,6,1,0.0,0,-364,805,1169,63,False,0,Aston Villa,Man City,DEF
Oliver Norwood,0,0,22,1,40.8,302,218,0,0,5.5,14.6,2020-01-10T20:00:00Z,90,0,0,0,0,22,0,24814,0,1,0.0,3,-52,1851,1903,49,True,0,West Ham,Sheffield Utd,MID
Cédric Soares,0,0,19,0,1.5,486,216,1,0,2.4,18.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,16938,2,1,4.0,2,1211,1862,651,48,False,0,Leicester,Arsenal,DEF
Lys Mousset,0,0,-3,0,2.1,70,218,0,0,2.8,2.2,2020-01-10T20:00:00Z,30,0,0,0,0,22,0,248089,0,1,24.0,1,-14888,24438,39326,48,True,0,West Ham,Sheffield Utd,FWD
Alex Oxlade-Chamberlain,0,0,4,1,15.2,193,219,0,0,1.9,0.0,2020-01-11T17:30:00Z,60,0,0,0,0,22,0,27510,1,0,5.0,2,-1282,560,1842,62,False,1,Spurs,Liverpool,MID
Adam Webster,0,0,11,0,0.7,493,215,1,0,1.6,14.8,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,49982,0,1,0.0,2,7022,13765,6743,44,False,0,Everton,Brighton,DEF
Kayne Ramsay,0,0,0,0,0.0,311,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,117931,2,1,0.0,0,-671,4201,4872,39,False,0,Leicester,Southampton,DEF
Abdoulaye Doucouré,1,3,48,1,38.4,368,212,0,1,15.3,61.8,2020-01-12T14:00:00Z,85,0,0,0,0,22,0,74365,3,0,53.0,14,8919,11971,3052,56,False,0,Bournemouth,Watford,MID
James Tarkowski,0,0,11,0,0.1,84,213,3,0,1.7,16.4,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,290532,0,3,0.0,1,-44937,5937,50874,51,False,0,Chelsea,Burnley,DEF
Yan Valery,0,0,0,0,0.0,306,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,10665,2,1,0.0,0,-330,14,344,46,False,0,Leicester,Southampton,DEF
Kieran Trippier,0,0,0,0,0.0,334,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,0,0,0,0,22,0,9779,1,0,0.0,0,-47,40,87,55,True,0,Liverpool,Spurs,DEF
Nacho Monreal,0,0,0,0,0.0,6,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,18557,1,1,0.0,0,-148,14,162,50,False,0,Crystal Palace,Arsenal,DEF
Kieran Tierney,0,0,0,0,0.0,515,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,26545,1,1,0.0,0,-1534,39,1573,53,False,0,Crystal Palace,Arsenal,DEF
Lucas Torreira,0,0,9,0,4.1,19,214,0,0,1.7,12.4,2020-01-11T12:30:00Z,45,0,0,0,0,22,0,94598,1,1,0.0,1,4544,7799,3255,47,False,0,Crystal Palace,Arsenal,MID
Mohamed Elyounoussi,0,0,0,0,0.0,322,216,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,1804,2,1,0.0,0,-15,4,19,53,False,0,Leicester,Southampton,MID
Moise Kean,0,0,0,0,0.0,496,215,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,104139,0,1,0.0,0,-194,1368,1562,64,True,0,Brighton,Everton,FWD
Ryan Fredericks,0,0,0,0,0.0,380,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,42739,0,1,0.0,0,2026,13338,11312,45,False,0,Sheffield Utd,West Ham,DEF
Ross Barkley,0,0,16,1,22.3,117,213,0,0,5.1,15.0,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,91596,0,3,14.0,3,-785,305,1090,56,True,0,Burnley,Chelsea,MID
Marko Arnautovic,0,0,0,0,0.0,385,218,0,0,0.0,0.0,2020-01-10T20:00:00Z,0,0,0,0,0,22,0,5256,0,1,0.0,0,-21,50,71,70,False,0,Sheffield Utd,West Ham,FWD
Todd Cantwell,0,0,15,0,8.4,287,217,4,0,5.1,13.8,2020-01-11T15:00:00Z,90,0,0,0,0,22,0,1745327,0,4,29.0,2,92352,152227,59875,49,False,0,Man Utd,Norwich,MID
Ben Godfrey,0,0,0,0,0.0,273,217,0,0,0.0,0.0,2020-01-11T15:00:00Z,0,0,0,0,0,22,0,11690,0,4,0.0,0,-597,33,630,44,False,0,Man Utd,Norwich,DEF
Héctor Bellerín,0,0,0,0,0.0,2,214,0,0,0.0,0.0,2020-01-11T12:30:00Z,0,0,0,0,0,22,0,16418,1,1,0.0,0,-690,98,788,54,False,0,Crystal Palace,Arsenal,DEF
